supplier_gstin,supplier_name,invoice_no,invoice_date,return_period,taxable_value,cgst,sgst,igst,total_tax,hsn_codes,supplier_status,linked_doc_id,expected_mismatch_type
32UJLJN3881L8Z9,"LALLA, BASSI AND SHARAF",INV/2601/00013,2026-01-13,012026,58212.57,0.0,0.0,16299.51,16299.51,8708,INACTIVE,C01-GSTINV-00013,gstin_status_risk
32GWVCW2463A8ZK,"DASH, RADHAKRISHNAN AND BRAR",INV/2601/00014,2026-01-14,012026,84882.34,0.0,0.0,12557.78,12557.78,3004;4819;3923,ACTIVE,C01-GSTINV-00014,match
08RQMUC2635P9ZX,"MEMON, PATHAK AND HANDA",INV/2601/00015,2026-01-15,012026,55962.48,0.0,0.0,11156.75,11156.75,8708;8504;3004;4819,ACTIVE,C01-GSTINV-00015,match
07ETHPT5982L3ZJ,"BOASE, BATH AND KARI",INV/2601/00016,2026-01-16,012026,39069.92,0.0,0.0,10090.17,10090.17,3923;8708,ACTIVE,C01-GSTINV-00016,match
27CAHMI9281C7ZV,BUCH-KAUL,INV/2601/00017,2026-01-17,012026,21361.19,0.0,0.0,2153.21,2153.21,2106,ACTIVE,C01-GSTINV-00017,rate_mismatch
08UJXHP4509D4ZD,RAI LLC,INV/2601/00018,2026-01-18,012026,6458.0,0.0,0.0,774.96,774.96,2106,ACTIVE,C01-GSTINV-00018,match
09SSLRY7669N2ZY,PATLA-GABA,INV/2601/00019,2026-01-19,022026,28515.14,0.0,0.0,3554.99,3554.99,3923;2106,ACTIVE,C01-GSTINV-00019,period_mismatch
36HKHOL5876A2ZE,PANT-KADAKIA,INV/2601/00020,2026-01-20,012026,4507.79,0.0,0.0,811.4,811.4,3923,ACTIVE,C01-GSTINV-00020,match
09EPQMC3368K7ZV,"LOKE, BORA AND GARG",INV/2601/00021,2026-01-21,012026,154121.11,0.0,0.0,18090.77,18090.77,8708;4819;7208;1006,ACTIVE,C01-GSTINV-00021,match
06QEYHS4444E7ZC,MADAN-KANDA,INV/2601/00023,2026-01-23,012026,83100.99,0.0,0.0,10542.19,10542.19,1701,ACTIVE,C01-GSTINV-00023,hsn_mismatch
09VHHPZ4153R9ZO,"NAIR, BHALLA AND KARNIK",INV/2601/00024,2026-01-24,012026,58921.36,0.0,0.0,9038.49,9038.49,3004;7208,ACTIVE,C01-GSTINV-00024,match
24KRVZM0558O2ZX,MUTTI GROUP,INV/2601/00025,2026-01-25,012026,51216.89,0.0,0.0,6146.02,6146.02,2106,ACTIVE,C01-GSTINV-00025,match
06WWWJI7780C4ZI,BHATTI-KAKAR,INV/2601/00026,2026-01-26,012026,11994.61,0.0,0.0,2159.03,2159.03,7208,INACTIVE,C01-GSTINV-00026,gstin_status_risk
19LGKRE1636P3ZE,"MURTY, KALA AND TATA",INV/2601/00027,2026-01-27,012026,63104.02,0.0,0.0,10914.7,10914.7,8504;2106,ACTIVE,C01-GSTINV-00027,match
33ZRLHZ8133J5Z1,SHANKER-DHAR,INV/2601/00028,2026-01-01,012026,109144.2,0.0,0.0,11521.81,11521.81,3923;1006;4819,ACTIVE,C01-GSTINV-00028,match
09RSRVQ9634S6Z8,DEWAN-KOSHY,INV/2601/00029,2026-01-02,012026,104401.7,0.0,0.0,17559.28,17559.28,4819;3004,ACTIVE,C01-GSTINV-00029,match
27ZHWUM0726V7ZZ,"YOHANNAN, LALL AND SANGHA",INV/2601/00030,2026-01-03,012026,2204.18,0.0,0.0,396.75,396.75,7208,ACTIVE,C01-GSTINV-00030,match
33TGJQJ6469K4Z4,"RASTOGI, PATHAK AND KANDA",INV/2601/00031,2026-01-04,012026,198732.21,0.0,0.0,32329.29,32329.29,3923;2106;3004,ACTIVE,C01-GSTINV-00031,match
36YKTEK0449B6ZD,UPADHYAY GROUP,INV/2601/00032,2026-01-05,012026,90702.24,0.0,0.0,15066.16,15066.16,3004;4819,ACTIVE,C01-GSTINV-00032,match
09BTNTM7515T1ZX,DUTTA LTD,INV/2601/00034,2026-01-07,012026,136395.92,0.0,0.0,19202.65,19202.65,1006;7208;8504;1701,ACTIVE,C01-GSTINV-00034,rate_mismatch
32NLPCS8677G7ZS,BHATT-RAJAN,INV/2601/00035,2026-01-08,012026,86814.88,0.0,0.0,15626.68,15626.68,7208,ACTIVE,C01-GSTINV-00035,match
06CCTVO5531L7Z3,SIDHU-WADHWA,INV/2601/00036,2026-01-09,012026,31706.07,0.0,0.0,4378.6,4378.6,4819;3004,ACTIVE,C01-GSTINV-00036,match
19CHFLO7665T5Z1,APTE-CONTRACTOR,INV/2601/00037,2026-01-10,012026,34211.25,0.0,0.0,5316.0,5316.0,3923;2106;7208,ACTIVE,C01-GSTINV-00037,match
01CNJLE3395B3ZA,"YADAV, LOKE AND OAK",INV/2601/00038,2026-01-11,012026,17569.62,0.0,0.0,878.48,878.48,1701,INACTIVE,C01-GSTINV-00038,gstin_status_risk
24HTCLH6460M1Z0,MEMON GROUP,INV/2601/00039,2026-01-12,012026,72983.23,0.0,0.0,11931.12,11931.12,3004;3923;8504,ACTIVE,C01-GSTINV-00039,match
29ORJKT4403N7ZQ,SETTY INC,INV/2601/00040,2026-01-13,012026,8624.61,776.22,776.22,0.0,1552.44,7208,ACTIVE,C01-GSTINV-00040,match
32LRJLC4408X6ZE,"LALL, TELLA AND GOKHALE",INV/2601/00041,2026-01-14,012026,61232.91,0.0,0.0,6488.42,6488.42,1701;8708,ACTIVE,C01-GSTINV-00041,match
07GDFPT6174Y8ZK,"CHERIAN, MISRA AND TRIPATHI",INV/2601/00042,2026-01-15,012026,41822.18,0.0,0.0,7186.39,7186.39,2106;8504;3923,ACTIVE,C01-GSTINV-00042,match
29QBSZN6393Y6Z3,ZACHARIA PLC,INV/2601/00044,2026-01-17,012026,24962.3,1896.69,1896.69,0.0,3793.38,1701;7208;9983,ACTIVE,C01-GSTINV-00044,match
33DJZSK5933Z6Z8,NAIK GROUP,INV/2601/00045,2026-01-18,012026,25895.16,0.0,0.0,4661.13,4661.13,4819,ACTIVE,C01-GSTINV-00045,hsn_mismatch
08ZEHUN5756Y3ZO,CHOUDHURY LLC,INV/2601/00046,2026-01-19,012026,129762.89,0.0,0.0,15571.55,15571.55,2106,ACTIVE,C01-GSTINV-00046,match
08ZPTUG2979G6ZS,KHATRI-BHARDWAJ,INV/2601/00047,2026-01-20,012026,66835.03,0.0,0.0,10328.51,10328.51,7208;2106,ACTIVE,C01-GSTINV-00047,match
06SNDCE4580H8ZM,BRAR INC,INV/2601/00048,2026-01-21,012026,160279.8,0.0,0.0,12412.77,12412.77,1006;3004;4819;1701,ACTIVE,C01-GSTINV-00048,match
36MPXAF1964Y5ZF,"SUNDER, BISWAS AND WALIA",INV/2601/00049,2026-01-22,012026,13310.95,0.0,0.0,665.55,665.55,1006,ACTIVE,C01-GSTINV-00049,match
27BVMNQ5720L4ZQ,DAVE LTD,INV/2601/00050,2026-01-23,012026,3901.43,0.0,0.0,1245.34,1245.34,8708,ACTIVE,C01-GSTINV-00050,rate_mismatch
33KJTJB2615Y6Z8,GANDHI-LANKA,INV/2601/00051,2026-01-24,012026,98516.36,0.0,0.0,19167.99,19167.99,8708;2106;8504,INACTIVE,C01-GSTINV-00051,gstin_status_risk
08XIIKV4062Y1ZL,"SAMPATH, KAKAR AND ZACHARIA",INV/2601/00052,2026-01-25,012026,51227.95,0.0,0.0,9221.03,9221.03,4819,ACTIVE,C01-GSTINV-00052,match
06SCPVO3063T7ZA,"IYER, MUNI AND RASTOGI",INV/2601/00053,2026-01-26,012026,187014.16,0.0,0.0,32206.18,32206.18,4819;3923;1006,ACTIVE,C01-GSTINV-00053,match
27NXDUS2669G2Z8,DARA-KOTA,INV/2601/00055,2026-01-01,012026,21711.14,0.0,0.0,3908.0,3908.0,8504,ACTIVE,C01-GSTINV-00055,match
33ZZRSO2217W3ZN,BHATT LLC,INV/2601/00056,2026-01-02,022026,30482.18,0.0,0.0,1719.33,1719.33,1701;3004,ACTIVE,C01-GSTINV-00056,period_mismatch
07PCIZS5780K2ZS,KARPE PLC,INV/2601/00057,2026-01-03,012026,72511.52,0.0,0.0,8049.61,8049.61,2106;1006,ACTIVE,C01-GSTINV-00057,match
06GQODH5519E3ZL,AMBLE INC,INV/2601/00058,2026-01-04,012026,937.71,0.0,0.0,46.89,46.89,1006,ACTIVE,C01-GSTINV-00058,match
08TKQMQ2948V7ZJ,"BHARGAVA, KARNIK AND BIR",INV/2601/00059,2026-01-05,012026,10579.33,0.0,0.0,528.96,528.96,1006,ACTIVE,C01-GSTINV-00059,match
32DWIZI3751H8Z7,NARAYANAN INC,INV/2601/00060,2026-01-06,012026,140305.93,0.0,0.0,22102.31,22102.31,3004;3923;7208;2106,ACTIVE,C01-GSTINV-00060,match
19EEZMW4034H4ZM,"KHANNA, MALLICK AND SUNDER",INV/2601/00061,2026-01-07,012026,41697.06,0.0,0.0,7505.47,7505.47,3923,ACTIVE,C01-GSTINV-00061,match
27HACDG3400R4ZN,ZACHARIA AND SONS,INV/2601/00062,2026-01-08,012026,345321.47,0.0,0.0,60934.83,60934.83,1701;8708;9983,ACTIVE,C01-GSTINV-00062,match
24JZOJD6400W6ZU,"SOLANKI, KIBE AND SOLANKI",INV/2601/00063,2026-01-09,012026,211801.35,0.0,0.0,30985.13,30985.13,2106;4819;9983,ACTIVE,C01-GSTINV-00063,match
19NNMOM0314J1ZU,GUPTA-CHANDRA,INV/2601/00064,2026-01-10,012026,109676.5,0.0,0.0,21136.92,21136.92,1006;8708,INACTIVE,C01-GSTINV-00064,gstin_status_risk
29IJUSQ6612R5ZE,ROY-SIBAL,INV/2601/00066,2026-01-12,012026,95517.29,6572.09,6572.09,0.0,13144.18,3004;4819;3923,ACTIVE,C01-GSTINV-00066,match
29JZVYU2273O5ZU,"BHAGAT, CHAUDHARI AND BHAT",INV/2601/00067,2026-01-13,012026,44760.66,5127.44,5127.44,0.0,10254.87,8708;3923,ACTIVE,C01-GSTINV-00067,rate_mismatch
32GBXFG1346E1ZZ,NORI-CHOPRA,INV/2601/00068,2026-01-14,012026,128163.66,0.0,0.0,18188.33,18188.33,8708,ACTIVE,C01-GSTINV-00068,hsn_mismatch
07YAVUE7820J2ZL,HANDA AND SONS,INV/2601/00069,2026-01-15,012026,106929.92,0.0,0.0,20568.19,20568.19,8708;2106;3004;8504,ACTIVE,C01-GSTINV-00069,match
08EWXVN0611K4Z0,"SEN, DEY AND SAMI",INV/2601/00070,2026-01-16,012026,103548.87,0.0,0.0,15563.03,15563.03,3004;4819;9983,ACTIVE,C01-GSTINV-00070,match
09RQYJF9449L7ZZ,MALLICK GROUP,INV/2601/00071,2026-01-17,012026,103997.23,0.0,0.0,10083.94,10083.94,3004;1701,ACTIVE,C01-GSTINV-00071,match
19COBON5135D4ZV,BORRA GROUP,INV/2601/00072,2026-01-18,012026,97164.66,0.0,0.0,20783.97,20783.97,1006;7208;8708;3923,ACTIVE,C01-GSTINV-00072,match
08PBIBZ9090N3Z8,"CHAUDHARI, BEDI AND ZACHARIAH",INV/2601/00073,2026-01-19,012026,51808.11,0.0,0.0,10975.41,10975.41,4819;7208;8708,ACTIVE,C01-GSTINV-00073,match
24NSFAA2655H4ZT,CHANDER AND SONS,INV/2601/00074,2026-01-20,012026,39225.45,0.0,0.0,6153.42,6153.42,3923;1701,ACTIVE,C01-GSTINV-00074,match
29FHBYW9644L7ZX,KALA-RATTAN,INV/2601/00076,2026-01-22,012026,131371.0,8099.2,8099.2,0.0,16198.4,7208;2106;3004,INACTIVE,C01-GSTINV-00076,gstin_status_risk
24ZODGF6980X4Z3,GALA GROUP,INV/2601/00077,2026-01-23,012026,121132.18,0.0,0.0,17135.21,17135.21,9983;1701;3004,ACTIVE,C01-GSTINV-00077,match
06TTXSS3232O9ZM,RAMAKRISHNAN LLC,INV/2601/00078,2026-01-24,012026,125877.09,0.0,0.0,22657.89,22657.89,4819;8504,ACTIVE,C01-GSTINV-00078,match
08TAOPS2125H8ZZ,MANGAL-SAMPATH,INV/2601/00079,2026-01-25,012026,76970.05,0.0,0.0,13854.61,13854.61,3923;8504;4819,ACTIVE,C01-GSTINV-00079,match
27EXZYN8080A7Z8,"SUR, DUBEY AND GUPTA",INV/2601/00080,2026-01-26,012026,51827.93,0.0,0.0,5061.5,5061.5,1701;3004,ACTIVE,C01-GSTINV-00080,match
33RQMMA5052J1ZW,KALLA-BHARDWAJ,INV/2601/00081,2026-01-27,012026,77124.64,0.0,0.0,13582.54,13582.54,2106;8708;9983;4819,ACTIVE,C01-GSTINV-00081,match
24LGSHV0960M7ZO,"BHAT, MURTHY AND BHANDARI",INV/2601/00082,2026-01-01,012026,93515.11,0.0,0.0,16080.33,16080.33,1006;2106;7208;9983,ACTIVE,C01-GSTINV-00082,match
36XMBBY8509K1ZD,SOOD PLC,INV/2601/00083,2026-01-02,012026,22783.41,0.0,0.0,3444.86,3444.86,7208;9983,ACTIVE,C01-GSTINV-00083,rate_mismatch
19JTURC7302C6ZP,"DUGAR, BHANDARI AND TRIVEDI",INV/2601/00084,2026-01-03,012026,71757.37,0.0,0.0,12052.67,12052.67,1006;8504;8708,ACTIVE,C01-GSTINV-00084,match
32RCQUS0176X7ZK,GREWAL INC,INV/2601/00085,2026-01-04,012026,8243.15,0.0,0.0,412.16,412.16,1701,ACTIVE,C01-GSTINV-00085,match
09YSMQL1038M6ZS,KOSHY PLC,INV/2601/00087,2026-01-06,012026,81523.2,0.0,0.0,14674.18,14674.18,9983;4819,ACTIVE,C01-GSTINV-00087,match
08IHUJY1917A8ZD,"BARAL, BUMB AND SAINI",INV/2601/00088,2026-01-07,012026,88544.1,0.0,0.0,8657.9,8657.9,1701;2106;3923,ACTIVE,C01-GSTINV-00088,match
27ZMKNX6573Z9Z5,"VIRK, MUTTI AND LAL",INV/2601/00089,2026-01-08,012026,92173.66,0.0,0.0,6595.84,6595.84,4819;1006,INACTIVE,C01-GSTINV-00089,gstin_status_risk
33KTZLA2555S4ZS,MURTHY AND SONS,INV/2601/00090,2026-01-09,012026,74488.94,0.0,0.0,13275.78,13275.78,1006,ACTIVE,C01-GSTINV-00090,hsn_mismatch
07JIUNJ0740B2Z1,RANDHAWA-DEEP,INV/2601/00091,2026-01-10,012026,108931.29,0.0,0.0,8227.98,8227.98,1701;3004;2106,ACTIVE,C01-GSTINV-00091,match
36PFPKS2780D9ZB,"MITAL, SHANKAR AND MUTTI",INV/2601/00092,2026-01-11,012026,110480.91,0.0,0.0,19396.4,19396.4,3004;8504;4819,ACTIVE,C01-GSTINV-00092,match
19VQVSH6011J2ZB,ANDRA GROUP,INV/2601/00093,2026-01-12,022026,171487.09,0.0,0.0,32433.08,32433.08,8708;2106,ACTIVE,C01-GSTINV-00093,period_mismatch
29SQZOM1340L1ZV,"CHAUDHRY, BORAH AND YOGI",INV/2601/00094,2026-01-13,012026,75698.97,6812.91,6812.91,0.0,13625.82,7208;8504,ACTIVE,C01-GSTINV-00094,match
27EOUFA2275Y8ZZ,TOOR LLC,INV/2601/00095,2026-01-14,012026,4750.19,0.0,0.0,855.04,855.04,9983,ACTIVE,C01-GSTINV-00095,match
19OTTLF4762B8ZG,PALLA INC,INV/2601/00096,2026-01-15,012026,12297.36,0.0,0.0,2213.52,2213.52,8504,ACTIVE,C01-GSTINV-00096,match
07SDDIG8316U7ZO,SARMA PLC,INV/2601/00098,2026-01-17,012026,28737.55,0.0,0.0,1436.87,1436.87,1701,ACTIVE,C01-GSTINV-00098,match
27YIAUT7463C9ZP,"MITTAL, WADHWA AND ANAND",INV/2601/00099,2026-01-18,012026,174684.87,0.0,0.0,26427.99,26427.99,3004;3923;2106;4819,ACTIVE,C01-GSTINV-00099,match
27LZLZX8388C6ZG,"MISTRY, CHAWLA AND DESAI",INV/2601/00100,2026-01-19,012026,114741.15,0.0,0.0,20616.05,20616.05,2106;3923;3004,ACTIVE,C01-GSTINV-00100,rate_mismatch
06AMDFR0689N3ZU,D’ALIA-CHHABRA,INV/2601/00101,2026-01-20,012026,17802.16,0.0,0.0,2497.5,2497.5,7208;1701,ACTIVE,C01-GSTINV-00101,match
07QRBOP1327N8ZD,"DUGAL, MAGAR AND MANDA",INV/2601/00102,2026-01-21,012026,10558.61,0.0,0.0,1267.03,1267.03,2106,INACTIVE,C01-GSTINV-00102,gstin_status_risk
19UGQGP7290V5ZD,"KADE, OZA AND JANI",INV/2601/00103,2026-01-22,012026,52426.92,0.0,0.0,7888.41,7888.41,7208;3004,ACTIVE,C01-GSTINV-00103,match
32BXAJI3845F8Z4,"LALLA, TIWARI AND SURESH",INV/2601/00104,2026-01-23,012026,9763.22,0.0,0.0,488.16,488.16,1006,ACTIVE,C01-GSTINV-00104,match
24NQNKS0562J2ZW,BEHL-CHANDA,INV/2601/00105,2026-01-24,012026,46327.06,0.0,0.0,6635.66,6635.66,8708;1701,ACTIVE,C01-GSTINV-00105,match
08BCLLP3771W3Z0,"SAMPATH, MALHOTRA AND BASU",INV/2601/00106,2026-01-25,012026,174012.59,0.0,0.0,26179.61,26179.61,4819;3923;1006,ACTIVE,C01-GSTINV-00106,match
36ZQMNB8117S2ZE,NATH AND SONS,INV/2601/00107,2026-01-26,012026,2074.44,0.0,0.0,103.73,103.73,1006,ACTIVE,C01-GSTINV-00107,match
06WWUIC4327X4ZT,"SANE, ANDRA AND CHOUDHURY",INV/2601/00109,2026-01-01,012026,181380.84,0.0,0.0,26838.97,26838.97,3004;7208;4819,ACTIVE,C01-GSTINV-00109,match
24WSCNG4097C1ZE,DIXIT PLC,INV/2601/00110,2026-01-02,012026,188374.94,0.0,0.0,22528.36,22528.36,4819;1701;2106,ACTIVE,C01-GSTINV-00110,match
08HWYKV3429E2Z9,PINGLE PLC,INV/2601/00111,2026-01-03,012026,51651.92,0.0,0.0,5532.02,5532.02,8504;1701,ACTIVE,C01-GSTINV-00111,match
27GDERV6083C4ZM,"DIVAN, SANI AND DATTA",INV/2601/00112,2026-01-04,012026,31958.88,0.0,0.0,5752.6,5752.6,2106,ACTIVE,C01-GSTINV-00112,hsn_mismatch
27CUDBU2146U2ZG,MORAR LLC,INV/2601/00113,2026-01-05,012026,3399.62,0.0,0.0,169.99,169.99,1006,ACTIVE,C01-GSTINV-00113,match
27VCWVD9094X7ZV,PARMAR AND SONS,INV/2601/00114,2026-01-06,012026,48429.63,0.0,0.0,7674.68,7674.68,7208;2106;9983,INACTIVE,C01-GSTINV-00114,gstin_status_risk
27BHDFX5687M6ZU,"KRISH, CHAUHAN AND PANDYA",INV/2601/00115,2026-01-07,012026,72477.98,0.0,0.0,13046.03,13046.03,4819;7208;3923,ACTIVE,C01-GSTINV-00115,match
08ZCRGV9092Z7ZM,"RAY, DUBEY AND KHALSA",INV/2601/00116,2026-01-08,012026,22068.28,0.0,0.0,2390.3,2390.3,2106;4819,ACTIVE,C01-GSTINV-00116,rate_mismatch
32DYVVZ5100T4Z1,GOEL GROUP,INV/2601/00117,2026-01-09,012026,115688.85,0.0,0.0,10713.34,10713.34,1006;3004;2106,ACTIVE,C01-GSTINV-00117,match
32KZZAP9925P3ZL,SABHARWAL-KOTHARI,INV/2601/00119,2026-01-11,012026,47021.23,0.0,0.0,5642.54,5642.54,3004,ACTIVE,C01-GSTINV-00119,match
06VRSIA2637X1Z3,DUTTA-CHOKSHI,INV/2601/00120,2026-01-12,012026,131516.36,0.0,0.0,23672.94,23672.94,7208;8504;9983,ACTIVE,C01-GSTINV-00120,match
01HIYBE3758C6ZU,BARAD-SINGHAL,INV/2601/00121,2026-01-13,012026,16922.75,0.0,0.0,3046.1,3046.1,7208,ACTIVE,C01-GSTINV-00121,match
36ORHCK5400C5ZU,IYENGAR GROUP,INV/2601/00122,2026-01-14,012026,6142.79,0.0,0.0,307.14,307.14,1006,ACTIVE,C01-GSTINV-00122,match
06IKMRC5183O1ZG,MODY-KARI,INV/2601/00123,2026-01-15,012026,100070.1,0.0,0.0,22343.88,22343.88,3923;9983;1701;8708,ACTIVE,C01-GSTINV-00123,match
08OVVKN8484C7Z2,BAJWA LTD,INV/2601/00124,2026-01-16,012026,121952.37,0.0,0.0,11964.56,11964.56,1701;2106,ACTIVE,C01-GSTINV-00124,match
07VGXXB3332O1ZX,RASTOGI LLC,INV/2601/00125,2026-01-17,012026,102608.85,0.0,0.0,11410.41,11410.41,1701;9983,ACTIVE,C01-GSTINV-00125,match
07QRKKW6042L1ZL,BOASE-MALLICK,INV/2601/00126,2026-01-18,012026,53436.84,0.0,0.0,8990.95,8990.95,3923;1701;8504,ACTIVE,C01-GSTINV-00126,match
24TTWVN1351Q1ZB,UPADHYAY-RATTA,INV/2601/00127,2026-01-19,012026,37917.63,0.0,0.0,1895.88,1895.88,1006,INACTIVE,C01-GSTINV-00127,gstin_status_risk
29KXRGM4945L3ZG,"YADAV, NARULA AND BALA",INV/2601/00128,2026-01-20,012026,3322.14,299.0,299.0,0.0,598.0,3923,ACTIVE,C01-GSTINV-00128,match
19OPHRM3232U5ZC,"LANKA, BARAD AND CHOPRA",INV/2601/00130,2026-01-22,022026,46026.54,0.0,0.0,4027.65,4027.65,1006;4819,ACTIVE,C01-GSTINV-00130,period_mismatch
09GKKAS5172R8ZM,"SARAF, PAI AND MURTHY",INV/2601/00131,2026-01-23,012026,118932.69,0.0,0.0,14271.93,14271.93,2106,ACTIVE,C01-GSTINV-00131,match
19RFFWK8354D8Z3,VAIDYA-D’ALIA,INV/2601/00132,2026-01-24,012026,17104.63,0.0,0.0,3078.83,3078.83,8504,ACTIVE,C01-GSTINV-00132,match
24NKWDZ3989E6ZB,GUPTA-KUMAR,INV/2601/00133,2026-01-25,012026,31399.29,0.0,0.0,4747.57,4747.57,8504,ACTIVE,C01-GSTINV-00133,rate_mismatch
32TMTCP6493B9ZC,SARIN INC,INV/2601/00134,2026-01-26,012026,112463.92,0.0,0.0,5880.1,5880.1,1006;8708,ACTIVE,C01-GSTINV-00134,match
19ICNHB0945Q6ZR,"YOHANNAN, HEGDE AND PATLA",INV/2601/00135,2026-01-27,012026,45877.82,0.0,0.0,6905.41,6905.41,3004,ACTIVE,C01-GSTINV-00135,hsn_mismatch
07DSUJQ7650D1Z3,BOASE-NARAYANAN,INV/2601/00136,2026-01-01,012026,26421.94,0.0,0.0,4755.95,4755.95,7208,ACTIVE,C01-GSTINV-00136,match
09MDSQH6626E7Z6,"MURTHY, DASH AND MITAL",INV/2601/00137,2026-01-02,012026,13842.52,0.0,0.0,2491.65,2491.65,3923,ACTIVE,C01-GSTINV-00137,match
24HBMFY3069S8Z9,"MORE, REGE AND NARAIN",INV/2601/00138,2026-01-03,012026,25363.43,0.0,0.0,1268.18,1268.18,1701,ACTIVE,C01-GSTINV-00138,match
09MCEBH8370Y1Z0,MERCHANT-DATTA,INV/2601/00139,2026-01-04,012026,42658.85,0.0,0.0,6549.44,6549.44,2106;8504,ACTIVE,C01-GSTINV-00139,match
27UREJJ0689E8ZV,GHOSH-MITRA,INV/2601/00141,2026-01-06,012026,90532.7,0.0,0.0,21710.61,21710.61,8504;4819;8708;9983,ACTIVE,C01-GSTINV-00141,match
19NRQLS4661R1Z0,ACHARYA-MODI,INV/2601/00142,2026-01-07,012026,66380.29,0.0,0.0,16664.04,16664.04,8708;2106,ACTIVE,C01-GSTINV-00142,match
08CLOCM3970M7Z2,KADE-SANI,INV/2601/00143,2026-01-08,012026,82395.7,0.0,0.0,4119.78,4119.78,1701,ACTIVE,C01-GSTINV-00143,match
09XORLI8883Y8ZN,"NAGY, SHROFF AND SATHE",INV/2601/00144,2026-01-09,012026,58852.35,0.0,0.0,7967.39,7967.39,1701;3004;3923,ACTIVE,C01-GSTINV-00144,match
06YKLUS1498S2ZS,KALA-VAIDYA,INV/2601/00145,2026-01-10,012026,75113.31,0.0,0.0,4340.7,4340.7,8504;1006,ACTIVE,C01-GSTINV-00145,match
27YUXRE8166K9ZO,GARA-CHAD,INV/2601/00146,2026-01-11,012026,102707.96,0.0,0.0,18487.44,18487.44,3923,ACTIVE,C01-GSTINV-00146,match
36XNVOI7522W5ZM,VARMA-NAYAK,INV/2601/00147,2026-01-12,012026,53637.86,0.0,0.0,7199.32,7199.32,2106;4819,ACTIVE,C01-GSTINV-00147,match
27PYSRX5840D1ZO,KEER LTD,INV/2601/00148,2026-01-13,012026,9021.03,0.0,0.0,451.06,451.06,1006,ACTIVE,C01-GSTINV-00148,match
33GVRHT0818X9ZE,KAR-ISSAC,INV/2601/00149,2026-01-14,012026,160373.51,0.0,0.0,21184.75,21184.75,3004;3923;7208;4819,ACTIVE,C01-GSTINV-00149,rate_mismatch
24HGEVA4909T1ZJ,SOMAN PLC,INV/2601/00151,2026-01-16,012026,56346.14,0.0,0.0,6167.83,6167.83,1701;3004;8708,ACTIVE,C01-GSTINV-00151,match
32NZVZA6496T4Z2,SHAH GROUP,INV/2601/00152,2026-01-17,012026,59207.87,0.0,0.0,15949.53,15949.53,7208;8708,INACTIVE,C01-GSTINV-00152,gstin_status_risk
27MHQIC0975U2ZD,"HAYER, RAJAGOPALAN AND TALWAR",INV/2601/00153,2026-01-18,012026,80776.89,0.0,0.0,14539.84,14539.84,7208,ACTIVE,C01-GSTINV-00153,match
33DLICB7552I7ZO,KOHLI-DIVAN,INV/2601/00154,2026-01-19,012026,20569.82,0.0,0.0,3517.19,3517.19,7208;1701;9983,ACTIVE,C01-GSTINV-00154,match
