supplier_gstin,supplier_name,invoice_no,invoice_date,return_period,taxable_value,cgst,sgst,igst,total_tax,hsn_codes,supplier_status,linked_doc_id,expected_mismatch_type
19HMTND1478Y9ZM,"BAL, DEEP AND AURORA",INV/2603/00013,2026-03-13,032026,144213.56,0.0,0.0,32374.29,32374.29,8504;7208;8708,INACTIVE,C03-GSTINV-00373,gstin_status_risk
36ZHYBZ1845Q2ZA,KHANNA-NAIK,INV/2603/00014,2026-03-14,032026,91201.41,0.0,0.0,12872.1,12872.1,8708;3923;2106;1006,ACTIVE,C03-GSTINV-00374,match
36NHFSO1020E5Z8,GHOSH LLC,INV/2603/00015,2026-03-15,032026,18688.02,0.0,0.0,2242.57,2242.57,3004,ACTIVE,C03-GSTINV-00375,match
19QZIYW2182B1ZM,DATE LTD,INV/2603/00016,2026-03-16,032026,161693.99,0.0,0.0,36538.68,36538.68,2106;8708;9983,ACTIVE,C03-GSTINV-00376,match
24YGQPF4326Y7Z9,VORA-COMAR,INV/2603/00017,2026-03-17,032026,16458.29,0.0,0.0,2488.49,2488.49,7208;8504,ACTIVE,C03-GSTINV-00377,rate_mismatch
07QAEEK6002U7Z6,"BHATT, SONI AND SEN",INV/2603/00018,2026-03-18,032026,10969.02,0.0,0.0,688.65,688.65,1006;7208,ACTIVE,C03-GSTINV-00378,match
33YDUGY5707R6Z5,VARGHESE-CHOPRA,INV/2603/00019,2026-03-19,042026,96786.72,0.0,0.0,16490.95,16490.95,8504;2106,ACTIVE,C03-GSTINV-00379,period_mismatch
01CHNVD9041U5ZE,THAKUR-KANT,INV/2603/00020,2026-03-20,032026,30162.61,0.0,0.0,3078.86,3078.86,1701;3923;4819,ACTIVE,C03-GSTINV-00380,match
07LIELX6628I8ZN,"BASSI, VERMA AND MITRA",INV/2603/00021,2026-03-21,032026,21389.27,0.0,0.0,1069.46,1069.46,1006,ACTIVE,C03-GSTINV-00381,match
08KPKPS7720A6ZZ,RATTI-SANDHU,INV/2603/00023,2026-03-23,032026,16869.94,0.0,0.0,1940.85,1940.85,3004,ACTIVE,C03-GSTINV-00383,hsn_mismatch
29ZXGVB1973A7ZN,"CHOKSHI, SWAMINATHAN AND SAWHNEY",INV/2603/00024,2026-03-24,032026,8766.51,788.99,788.99,0.0,1577.98,9983,ACTIVE,C03-GSTINV-00384,match
07AJCCO8117X9ZJ,BUCH LLC,INV/2603/00025,2026-03-25,032026,82562.75,0.0,0.0,12656.72,12656.72,4819;1006;2106,ACTIVE,C03-GSTINV-00385,match
27OVXNS4195E4ZP,"DIVAN, BHATTI AND DATE",INV/2603/00026,2026-03-26,032026,12423.1,0.0,0.0,1490.77,1490.77,3004,INACTIVE,C03-GSTINV-00386,gstin_status_risk
29PCSMQ4303N4ZH,NAIR-RAJ,INV/2603/00027,2026-03-27,032026,34318.87,857.97,857.97,0.0,1715.94,1701,ACTIVE,C03-GSTINV-00387,match
09EFYGC5094B6Z5,"WALI, MENON AND SETTY",INV/2603/00028,2026-03-01,032026,43475.64,0.0,0.0,7825.62,7825.62,4819,ACTIVE,C03-GSTINV-00388,match
08IKJDR3855Y3Z1,"SANI, CHAUDHARY AND CONTRACTOR",INV/2603/00029,2026-03-02,032026,120569.01,0.0,0.0,17552.26,17552.26,8504;1006;1701,ACTIVE,C03-GSTINV-00389,match
33DSZNZ6574E6ZI,"KALE, SANI AND SETH",INV/2603/00030,2026-03-03,032026,159324.01,0.0,0.0,14112.58,14112.58,1006;7208;9983;2106,ACTIVE,C03-GSTINV-00390,match
06MLEHB5307O5ZU,SACHDEV LLC,INV/2603/00031,2026-03-04,032026,183948.07,0.0,0.0,29951.55,29951.55,2106;8504;3923;9983,ACTIVE,C03-GSTINV-00391,match
32YJRNG8666X4ZZ,RASTOGI-SAGAR,INV/2603/00032,2026-03-05,032026,70587.5,0.0,0.0,10475.93,10475.93,1701;9983,ACTIVE,C03-GSTINV-00392,match
07YDFOZ7087P4Z3,KUMER-PRASAD,INV/2603/00034,2026-03-07,032026,11583.35,0.0,0.0,1751.4,1751.4,7208,ACTIVE,C03-GSTINV-00394,rate_mismatch
27WNRGV0937F4ZM,SOM INC,INV/2603/00035,2026-03-08,032026,162513.39,0.0,0.0,28330.66,28330.66,8504;2106;9983;8708,ACTIVE,C03-GSTINV-00395,match
36VTAXY4376I9Z0,CHADA INC,INV/2603/00036,2026-03-09,032026,94765.19,0.0,0.0,16798.13,16798.13,8504;1701,ACTIVE,C03-GSTINV-00396,match
29UPFFE6933J5ZW,CHAR-PRADHAN,INV/2603/00037,2026-03-10,032026,93991.91,8459.27,8459.27,0.0,16918.54,8504,ACTIVE,C03-GSTINV-00397,match
29LZIYL3514J7ZI,BHASIN PLC,INV/2603/00038,2026-03-11,032026,1799.75,45.0,45.0,0.0,90.0,1701,INACTIVE,C03-GSTINV-00398,gstin_status_risk
24CTQOQ5868G4ZT,"NARAYAN, DAS AND ROY",INV/2603/00039,2026-03-12,032026,157217.87,0.0,0.0,16884.21,16884.21,1701;8504;7208,ACTIVE,C03-GSTINV-00399,match
09WGVUK2940E6ZX,SAMPATH-BEHL,INV/2603/00040,2026-03-13,032026,68201.14,0.0,0.0,12276.21,12276.21,4819;7208,ACTIVE,C03-GSTINV-00400,match
29MXVCL2076I3ZS,"CHOUDHURY, BAKSHI AND MAHARAJ",INV/2603/00041,2026-03-14,032026,57494.38,5109.24,5109.24,0.0,10218.48,8708;2106;4819;7208,ACTIVE,C03-GSTINV-00001,match
01XFGCU8461H3ZB,KAPOOR AND SONS,INV/2603/00042,2026-03-15,032026,135149.48,0.0,0.0,13979.66,13979.66,1006;4819;3004;1701,ACTIVE,C03-GSTINV-00002,match
06KOGSA9577V4ZN,BALAN INC,INV/2603/00044,2026-03-17,032026,29628.93,0.0,0.0,5333.21,5333.21,4819,ACTIVE,C03-GSTINV-00004,match
09NRISO1637F5ZP,KAUL PLC,INV/2603/00045,2026-03-18,032026,10102.93,0.0,0.0,1818.53,1818.53,8708,ACTIVE,C03-GSTINV-00005,hsn_mismatch
32RMLFM9710Q6Z5,"BALA, ISSAC AND SAINI",INV/2603/00046,2026-03-19,032026,31255.27,0.0,0.0,5592.0,5592.0,3923;2106,ACTIVE,C03-GSTINV-00006,match
06LXOSJ3168Y2ZR,SEN PLC,INV/2603/00047,2026-03-20,032026,12908.86,0.0,0.0,2280.54,2280.54,8708;3004,ACTIVE,C03-GSTINV-00007,match
32ITLVX4941P8ZG,AHUJA-DUTTA,INV/2603/00048,2026-03-21,032026,59236.68,0.0,0.0,9468.82,9468.82,3923;3004,ACTIVE,C03-GSTINV-00008,match
36DFKIM0837W1ZO,"SAMI, OAK AND MALL",INV/2603/00049,2026-03-22,032026,32087.59,0.0,0.0,5775.77,5775.77,4819,ACTIVE,C03-GSTINV-00009,match
29UXMHM3677O3ZY,KALE LLC,INV/2603/00050,2026-03-23,032026,120518.75,6681.47,6681.47,0.0,13362.94,9983;1701;8504;7208,ACTIVE,C03-GSTINV-00010,rate_mismatch
09VMTBY2090A4ZC,CHANDA GROUP,INV/2603/00051,2026-03-24,032026,7108.49,0.0,0.0,1279.53,1279.53,9983,INACTIVE,C03-GSTINV-00011,gstin_status_risk
08MGJPZ7713S1ZJ,PARMER LLC,INV/2603/00052,2026-03-25,032026,193989.64,0.0,0.0,34124.72,34124.72,7208;9983;3004;3923,ACTIVE,C03-GSTINV-00012,match
32UJLJN3881L8Z9,"LALLA, BASSI AND SHARAF",INV/2603/00053,2026-03-26,032026,62867.91,0.0,0.0,17603.01,17603.01,8708,ACTIVE,C03-GSTINV-00013,match
08RQMUC2635P9ZX,"MEMON, PATHAK AND HANDA",INV/2603/00055,2026-03-01,032026,62580.74,0.0,0.0,12476.17,12476.17,8708;8504;3004;4819,ACTIVE,C03-GSTINV-00015,match
07ETHPT5982L3ZJ,"BOASE, BATH AND KARI",INV/2603/00056,2026-03-02,042026,39665.54,0.0,0.0,10244.0,10244.0,3923;8708,ACTIVE,C03-GSTINV-00016,period_mismatch
27CAHMI9281C7ZV,BUCH-KAUL,INV/2603/00057,2026-03-03,032026,20671.6,0.0,0.0,2480.59,2480.59,2106,ACTIVE,C03-GSTINV-00017,match
08UJXHP4509D4ZD,RAI LLC,INV/2603/00058,2026-03-04,032026,6303.46,0.0,0.0,756.42,756.42,2106,ACTIVE,C03-GSTINV-00018,match
09SSLRY7669N2ZY,PATLA-GABA,INV/2603/00059,2026-03-05,032026,27412.87,0.0,0.0,3417.57,3417.57,3923;2106,ACTIVE,C03-GSTINV-00019,match
36HKHOL5876A2ZE,PANT-KADAKIA,INV/2603/00060,2026-03-06,032026,4847.96,0.0,0.0,872.63,872.63,3923,ACTIVE,C03-GSTINV-00020,match
09EPQMC3368K7ZV,"LOKE, BORA AND GARG",INV/2603/00061,2026-03-07,032026,162092.57,0.0,0.0,19026.46,19026.46,8708;4819;7208;1006,ACTIVE,C03-GSTINV-00021,match
29JTQTF5946D1ZF,"KONDA, GADE AND SHERE",INV/2603/00062,2026-03-08,032026,19806.48,1782.6,1782.6,0.0,3565.2,3923;7208,ACTIVE,C03-GSTINV-00022,match
06QEYHS4444E7ZC,MADAN-KANDA,INV/2603/00063,2026-03-09,032026,83654.12,0.0,0.0,10612.36,10612.36,1701;7208,ACTIVE,C03-GSTINV-00023,match
09VHHPZ4153R9ZO,"NAIR, BHALLA AND KARNIK",INV/2603/00064,2026-03-10,032026,59693.11,0.0,0.0,9156.88,9156.88,3004;7208,INACTIVE,C03-GSTINV-00024,gstin_status_risk
06WWWJI7780C4ZI,BHATTI-KAKAR,INV/2603/00066,2026-03-12,032026,14307.0,0.0,0.0,2575.26,2575.26,7208,ACTIVE,C03-GSTINV-00026,match
19LGKRE1636P3ZE,"MURTY, KALA AND TATA",INV/2603/00067,2026-03-13,032026,72811.59,0.0,0.0,14356.89,14356.89,8504;2106,ACTIVE,C03-GSTINV-00027,rate_mismatch
33ZRLHZ8133J5Z1,SHANKER-DHAR,INV/2603/00068,2026-03-14,032026,117475.14,0.0,0.0,12401.27,12401.27,3923,ACTIVE,C03-GSTINV-00028,hsn_mismatch
09RSRVQ9634S6Z8,DEWAN-KOSHY,INV/2603/00069,2026-03-15,032026,104517.45,0.0,0.0,17578.75,17578.75,4819;3004,ACTIVE,C03-GSTINV-00029,match
27ZHWUM0726V7ZZ,"YOHANNAN, LALL AND SANGHA",INV/2603/00070,2026-03-16,032026,2378.99,0.0,0.0,428.22,428.22,7208,ACTIVE,C03-GSTINV-00030,match
33TGJQJ6469K4Z4,"RASTOGI, PATHAK AND KANDA",INV/2603/00071,2026-03-17,032026,68088.68,0.0,0.0,11076.51,11076.51,3923;2106;3004,ACTIVE,C03-GSTINV-00031,match
36YKTEK0449B6ZD,UPADHYAY GROUP,INV/2603/00072,2026-03-18,032026,98523.52,0.0,0.0,16365.32,16365.32,3004;4819,ACTIVE,C03-GSTINV-00032,match
19GDOBT2283E1ZH,BATTA INC,INV/2603/00073,2026-03-19,032026,32409.19,0.0,0.0,3889.11,3889.11,2106,ACTIVE,C03-GSTINV-00033,match
09BTNTM7515T1ZX,DUTTA LTD,INV/2603/00074,2026-03-20,032026,148032.33,0.0,0.0,24810.59,24810.59,1006;7208;8504;1701,ACTIVE,C03-GSTINV-00034,match
06CCTVO5531L7Z3,SIDHU-WADHWA,INV/2603/00076,2026-03-22,032026,35651.79,0.0,0.0,4923.5,4923.5,4819;3004,INACTIVE,C03-GSTINV-00036,gstin_status_risk
19CHFLO7665T5Z1,APTE-CONTRACTOR,INV/2603/00077,2026-03-23,032026,39698.31,0.0,0.0,6168.62,6168.62,3923;2106;7208,ACTIVE,C03-GSTINV-00037,match
01CNJLE3395B3ZA,"YADAV, LOKE AND OAK",INV/2603/00078,2026-03-24,032026,18866.01,0.0,0.0,943.3,943.3,1701,ACTIVE,C03-GSTINV-00038,match
24HTCLH6460M1Z0,MEMON GROUP,INV/2603/00079,2026-03-25,032026,78340.61,0.0,0.0,12806.93,12806.93,3004;3923;8504,ACTIVE,C03-GSTINV-00039,match
29ORJKT4403N7ZQ,SETTY INC,INV/2603/00080,2026-03-26,032026,8979.27,808.14,808.14,0.0,1616.28,7208,ACTIVE,C03-GSTINV-00040,match
32LRJLC4408X6ZE,"LALL, TELLA AND GOKHALE",INV/2603/00081,2026-03-27,032026,69360.67,0.0,0.0,7349.66,7349.66,1701;8708,ACTIVE,C03-GSTINV-00041,match
07GDFPT6174Y8ZK,"CHERIAN, MISRA AND TRIPATHI",INV/2603/00082,2026-03-01,032026,42502.08,0.0,0.0,7303.22,7303.22,2106;8504;3923,ACTIVE,C03-GSTINV-00042,match
06ILBVB8865O9Z2,"ISSAC, DUA AND PRAKASH",INV/2603/00083,2026-03-02,032026,49459.87,0.0,0.0,9856.02,9856.02,4819;2106,ACTIVE,C03-GSTINV-00043,rate_mismatch
29QBSZN6393Y6Z3,ZACHARIA PLC,INV/2603/00084,2026-03-03,032026,26823.86,2038.14,2038.14,0.0,4076.28,1701;7208;9983,ACTIVE,C03-GSTINV-00044,match
33DJZSK5933Z6Z8,NAIK GROUP,INV/2603/00085,2026-03-04,032026,28382.58,0.0,0.0,5108.86,5108.86,7208,ACTIVE,C03-GSTINV-00045,match
08ZPTUG2979G6ZS,KHATRI-BHARDWAJ,INV/2603/00087,2026-03-06,032026,72381.83,0.0,0.0,11185.7,11185.7,7208;2106,ACTIVE,C03-GSTINV-00047,match
06SNDCE4580H8ZM,BRAR INC,INV/2603/00088,2026-03-07,032026,169368.05,0.0,0.0,13116.61,13116.61,1006;3004;4819;1701,ACTIVE,C03-GSTINV-00048,match
36MPXAF1964Y5ZF,"SUNDER, BISWAS AND WALIA",INV/2603/00089,2026-03-08,032026,14262.37,0.0,0.0,713.12,713.12,1006,INACTIVE,C03-GSTINV-00049,gstin_status_risk
27BVMNQ5720L4ZQ,DAVE LTD,INV/2603/00090,2026-03-09,032026,4486.68,0.0,0.0,1256.27,1256.27,1006,ACTIVE,C03-GSTINV-00050,hsn_mismatch
33KJTJB2615Y6Z8,GANDHI-LANKA,INV/2603/00091,2026-03-10,032026,113434.4,0.0,0.0,22070.54,22070.54,8708;2106;8504,ACTIVE,C03-GSTINV-00051,match
08XIIKV4062Y1ZL,"SAMPATH, KAKAR AND ZACHARIA",INV/2603/00092,2026-03-11,032026,54357.3,0.0,0.0,9784.31,9784.31,4819,ACTIVE,C03-GSTINV-00052,match
06SCPVO3063T7ZA,"IYER, MUNI AND RASTOGI",INV/2603/00093,2026-03-12,042026,584880.47,0.0,0.0,100723.76,100723.76,4819;3923;1006,ACTIVE,C03-GSTINV-00053,period_mismatch
36RYDPU0073M1Z9,"PRAKASH, SARMA AND VARUGHESE",INV/2603/00094,2026-03-13,032026,94134.23,0.0,0.0,15167.4,15167.4,4819;1701;3923,ACTIVE,C03-GSTINV-00054,match
27NXDUS2669G2Z8,DARA-KOTA,INV/2603/00095,2026-03-14,032026,23817.26,0.0,0.0,4287.1,4287.1,8504,ACTIVE,C03-GSTINV-00055,match
33ZZRSO2217W3ZN,BHATT LLC,INV/2603/00096,2026-03-15,032026,31038.83,0.0,0.0,1750.73,1750.73,1701;3004,ACTIVE,C03-GSTINV-00056,match
06GQODH5519E3ZL,AMBLE INC,INV/2603/00098,2026-03-17,032026,1054.64,0.0,0.0,52.74,52.74,1006,ACTIVE,C03-GSTINV-00058,match
08TKQMQ2948V7ZJ,"BHARGAVA, KARNIK AND BIR",INV/2603/00099,2026-03-18,032026,11614.53,0.0,0.0,580.72,580.72,1006,ACTIVE,C03-GSTINV-00059,match
32DWIZI3751H8Z7,NARAYANAN INC,INV/2603/00100,2026-03-19,032026,135006.23,0.0,0.0,17864.66,17864.66,3004;3923;7208;2106,ACTIVE,C03-GSTINV-00060,rate_mismatch
19EEZMW4034H4ZM,"KHANNA, MALLICK AND SUNDER",INV/2603/00101,2026-03-20,032026,42166.84,0.0,0.0,7590.03,7590.03,3923,ACTIVE,C03-GSTINV-00061,match
27HACDG3400R4ZN,ZACHARIA AND SONS,INV/2603/00102,2026-03-21,032026,131166.24,0.0,0.0,23145.37,23145.37,1701;8708;9983,INACTIVE,C03-GSTINV-00062,gstin_status_risk
24JZOJD6400W6ZU,"SOLANKI, KIBE AND SOLANKI",INV/2603/00103,2026-03-22,032026,223264.85,0.0,0.0,32662.17,32662.17,2106;4819;9983,ACTIVE,C03-GSTINV-00063,match
19NNMOM0314J1ZU,GUPTA-CHANDRA,INV/2603/00104,2026-03-23,032026,120891.43,0.0,0.0,23298.27,23298.27,1006;8708,ACTIVE,C03-GSTINV-00064,match
08AYCAI1647P1Z8,SANKAR LLC,INV/2603/00105,2026-03-24,032026,84434.57,0.0,0.0,20543.85,20543.85,8708;8504,ACTIVE,C03-GSTINV-00065,match
29IJUSQ6612R5ZE,ROY-SIBAL,INV/2603/00106,2026-03-25,032026,100795.69,6935.27,6935.27,0.0,13870.54,3004;4819;3923,ACTIVE,C03-GSTINV-00066,match
29JZVYU2273O5ZU,"BHAGAT, CHAUDHARI AND BHAT",INV/2603/00107,2026-03-26,032026,42773.62,5833.11,5833.11,0.0,11666.22,8708;3923,ACTIVE,C03-GSTINV-00067,match
07YAVUE7820J2ZL,HANDA AND SONS,INV/2603/00109,2026-03-01,032026,109178.76,0.0,0.0,21000.76,21000.76,8708;2106;3004;8504,ACTIVE,C03-GSTINV-00069,match
08EWXVN0611K4Z0,"SEN, DEY AND SAMI",INV/2603/00110,2026-03-02,032026,114906.08,0.0,0.0,17269.98,17269.98,3004;4819;9983,ACTIVE,C03-GSTINV-00070,match
09RQYJF9449L7ZZ,MALLICK GROUP,INV/2603/00111,2026-03-03,032026,104789.36,0.0,0.0,10160.75,10160.75,3004;1701,ACTIVE,C03-GSTINV-00071,match
19COBON5135D4ZV,BORRA GROUP,INV/2603/00112,2026-03-04,032026,106998.19,0.0,0.0,22887.4,22887.4,2106,ACTIVE,C03-GSTINV-00072,hsn_mismatch
08PBIBZ9090N3Z8,"CHAUDHARI, BEDI AND ZACHARIAH",INV/2603/00113,2026-03-05,032026,55105.27,0.0,0.0,11673.91,11673.91,4819;7208;8708,ACTIVE,C03-GSTINV-00073,match
24NSFAA2655H4ZT,CHANDER AND SONS,INV/2603/00114,2026-03-06,032026,40068.81,0.0,0.0,6285.72,6285.72,3923;1701,INACTIVE,C03-GSTINV-00074,gstin_status_risk
01GBPLR8204R4Z3,RAY GROUP,INV/2603/00115,2026-03-07,032026,149604.27,0.0,0.0,23007.33,23007.33,3004;9983;4819,ACTIVE,C03-GSTINV-00075,match
29FHBYW9644L7ZX,KALA-RATTAN,INV/2603/00116,2026-03-08,032026,154337.43,7992.7,7992.7,0.0,15985.4,7208;2106;3004,ACTIVE,C03-GSTINV-00076,rate_mismatch
24ZODGF6980X4Z3,GALA GROUP,INV/2603/00117,2026-03-09,032026,114366.4,0.0,0.0,16178.13,16178.13,9983;1701;3004,ACTIVE,C03-GSTINV-00077,match
08TAOPS2125H8ZZ,MANGAL-SAMPATH,INV/2603/00119,2026-03-11,032026,84803.64,0.0,0.0,15264.66,15264.66,3923;8504;4819,ACTIVE,C03-GSTINV-00079,match
27EXZYN8080A7Z8,"SUR, DUBEY AND GUPTA",INV/2603/00120,2026-03-12,032026,54191.12,0.0,0.0,5292.29,5292.29,1701;3004,ACTIVE,C03-GSTINV-00080,match
33RQMMA5052J1ZW,KALLA-BHARDWAJ,INV/2603/00121,2026-03-13,032026,82932.65,0.0,0.0,14605.39,14605.39,2106;8708;9983;4819,ACTIVE,C03-GSTINV-00081,match
24LGSHV0960M7ZO,"BHAT, MURTHY AND BHANDARI",INV/2603/00122,2026-03-14,032026,107163.15,0.0,0.0,18427.17,18427.17,1006;2106;7208;9983,ACTIVE,C03-GSTINV-00082,match
36XMBBY8509K1ZD,SOOD PLC,INV/2603/00123,2026-03-15,032026,26665.8,0.0,0.0,4799.85,4799.85,7208;9983,ACTIVE,C03-GSTINV-00083,match
19JTURC7302C6ZP,"DUGAR, BHANDARI AND TRIVEDI",INV/2603/00124,2026-03-16,032026,199872.12,0.0,0.0,33571.36,33571.36,1006;8504;8708,ACTIVE,C03-GSTINV-00084,match
32RCQUS0176X7ZK,GREWAL INC,INV/2603/00125,2026-03-17,032026,8947.3,0.0,0.0,447.36,447.36,1701,ACTIVE,C03-GSTINV-00085,match
06DELOK0305K7Z0,"BIR, KEER AND RAVAL",INV/2603/00126,2026-03-18,032026,86009.46,0.0,0.0,14415.16,14415.16,7208;8708;2106,ACTIVE,C03-GSTINV-00086,match
09YSMQL1038M6ZS,KOSHY PLC,INV/2603/00127,2026-03-19,032026,90965.37,0.0,0.0,16373.77,16373.77,9983;4819,INACTIVE,C03-GSTINV-00087,gstin_status_risk
08IHUJY1917A8ZD,"BARAL, BUMB AND SAINI",INV/2603/00128,2026-03-20,032026,84719.25,0.0,0.0,8283.91,8283.91,1701;2106;3923,ACTIVE,C03-GSTINV-00088,match
33KTZLA2555S4ZS,MURTHY AND SONS,INV/2603/00130,2026-03-22,042026,76441.23,0.0,0.0,13623.73,13623.73,8504;8708;1006;7208,ACTIVE,C03-GSTINV-00090,period_mismatch
07JIUNJ0740B2Z1,RANDHAWA-DEEP,INV/2603/00131,2026-03-23,032026,128280.99,0.0,0.0,9689.54,9689.54,1701;3004;2106,ACTIVE,C03-GSTINV-00091,match
36PFPKS2780D9ZB,"MITAL, SHANKAR AND MUTTI",INV/2603/00132,2026-03-24,032026,125531.3,0.0,0.0,22038.69,22038.69,3004;8504;4819,ACTIVE,C03-GSTINV-00092,match
19VQVSH6011J2ZB,ANDRA GROUP,INV/2603/00133,2026-03-25,032026,62412.44,0.0,0.0,9915.33,9915.33,8708;2106,ACTIVE,C03-GSTINV-00093,rate_mismatch
29SQZOM1340L1ZV,"CHAUDHRY, BORAH AND YOGI",INV/2603/00134,2026-03-26,032026,86094.47,7748.5,7748.5,0.0,15497.0,7208;8504,ACTIVE,C03-GSTINV-00094,match
27EOUFA2275Y8ZZ,TOOR LLC,INV/2603/00135,2026-03-27,032026,4761.51,0.0,0.0,857.07,857.07,9983,ACTIVE,C03-GSTINV-00095,hsn_mismatch
19OTTLF4762B8ZG,PALLA INC,INV/2603/00136,2026-03-01,032026,13674.52,0.0,0.0,2461.41,2461.41,8504,ACTIVE,C03-GSTINV-00096,match
32RWPLQ7885R5ZY,PINGLE LLC,INV/2603/00137,2026-03-02,032026,155696.77,0.0,0.0,32384.89,32384.89,3923;8708;2106,ACTIVE,C03-GSTINV-00097,match
07SDDIG8316U7ZO,SARMA PLC,INV/2603/00138,2026-03-03,032026,33696.57,0.0,0.0,1684.82,1684.82,1701,ACTIVE,C03-GSTINV-00098,match
27YIAUT7463C9ZP,"MITTAL, WADHWA AND ANAND",INV/2603/00139,2026-03-04,032026,192292.75,0.0,0.0,29091.88,29091.88,3004;3923;2106;4819,ACTIVE,C03-GSTINV-00099,match
06AMDFR0689N3ZU,D’ALIA-CHHABRA,INV/2603/00141,2026-03-06,032026,19599.71,0.0,0.0,2749.68,2749.68,7208;1701,ACTIVE,C03-GSTINV-00101,match
07QRBOP1327N8ZD,"DUGAL, MAGAR AND MANDA",INV/2603/00142,2026-03-07,032026,11210.03,0.0,0.0,1345.2,1345.2,2106,ACTIVE,C03-GSTINV-00102,match
19UGQGP7290V5ZD,"KADE, OZA AND JANI",INV/2603/00143,2026-03-08,032026,57649.66,0.0,0.0,8674.25,8674.25,7208;3004,ACTIVE,C03-GSTINV-00103,match
32BXAJI3845F8Z4,"LALLA, TIWARI AND SURESH",INV/2603/00144,2026-03-09,032026,10353.06,0.0,0.0,517.65,517.65,1006,ACTIVE,C03-GSTINV-00104,match
24NQNKS0562J2ZW,BEHL-CHANDA,INV/2603/00145,2026-03-10,032026,51368.49,0.0,0.0,7357.77,7357.77,8708;1701,ACTIVE,C03-GSTINV-00105,match
08BCLLP3771W3Z0,"SAMPATH, MALHOTRA AND BASU",INV/2603/00146,2026-03-11,032026,183013.67,0.0,0.0,27533.79,27533.79,4819;3923;1006,ACTIVE,C03-GSTINV-00106,match
36ZQMNB8117S2ZE,NATH AND SONS,INV/2603/00147,2026-03-12,032026,2267.14,0.0,0.0,113.36,113.36,1006,ACTIVE,C03-GSTINV-00107,match
07YWOXT4347I2ZN,"LALA, EDWIN AND SATHE",INV/2603/00148,2026-03-13,032026,29062.49,0.0,0.0,3487.5,3487.5,2106,ACTIVE,C03-GSTINV-00108,match
06WWUIC4327X4ZT,"SANE, ANDRA AND CHOUDHURY",INV/2603/00149,2026-03-14,032026,176862.28,0.0,0.0,21983.1,21983.1,3004;7208;4819,ACTIVE,C03-GSTINV-00109,rate_mismatch
08HWYKV3429E2Z9,PINGLE PLC,INV/2603/00151,2026-03-16,032026,55458.88,0.0,0.0,5939.76,5939.76,8504;1701,ACTIVE,C03-GSTINV-00111,match
27GDERV6083C4ZM,"DIVAN, SANI AND DATTA",INV/2603/00152,2026-03-17,032026,38612.48,0.0,0.0,6950.25,6950.25,3923,INACTIVE,C03-GSTINV-00112,gstin_status_risk
27CUDBU2146U2ZG,MORAR LLC,INV/2603/00153,2026-03-18,032026,3584.27,0.0,0.0,179.22,179.22,1006,ACTIVE,C03-GSTINV-00113,match
27VCWVD9094X7ZV,PARMAR AND SONS,INV/2603/00154,2026-03-19,032026,49059.5,0.0,0.0,7774.49,7774.49,7208;2106;9983,ACTIVE,C03-GSTINV-00114,match
