supplier_gstin,supplier_name,invoice_no,invoice_date,return_period,taxable_value,cgst,sgst,igst,total_tax,hsn_codes,supplier_status,linked_doc_id,expected_mismatch_type
36NGGLR5143G6ZM,CHOKSHI-BAL,INV/2602/00016,2026-02-16,022026,25287.18,0.0,0.0,4551.69,4551.69,3923,ACTIVE,C02-GSTINV-00196,match
27QLYGR1707H3ZI,PRASHAD-RANGANATHAN,INV/2602/00017,2026-02-17,022026,35922.22,0.0,0.0,3859.89,3859.89,1701;1006;8708,ACTIVE,C02-GSTINV-00197,rate_mismatch
09OQZSR3952B5ZC,"ISSAC, BORRA AND KIBE",INV/2602/00018,2026-02-18,022026,139560.72,0.0,0.0,17999.13,17999.13,1006;3923,ACTIVE,C02-GSTINV-00198,match
19WAWQG3903T9Z5,MITRA LTD,INV/2602/00019,2026-02-19,032026,39977.88,0.0,0.0,10698.84,10698.84,8708;1006,ACTIVE,C02-GSTINV-00199,period_mismatch
09IKEJJ6295Z1ZG,"DARA, BARMAN AND PALAN",INV/2602/00020,2026-02-20,022026,164624.77,0.0,0.0,19914.36,19914.36,1006;3004;7208,ACTIVE,C02-GSTINV-00200,match
33RKOLI6416S9ZC,"SANGHA, PRABHAKAR AND BISWAS",INV/2602/00021,2026-02-21,022026,82855.83,0.0,0.0,16022.35,16022.35,3923;8708,ACTIVE,C02-GSTINV-00201,match
32GGRJR4567L3ZO,CHERIAN-SANT,INV/2602/00023,2026-02-23,022026,153317.01,0.0,0.0,12632.42,12632.42,1006,ACTIVE,C02-GSTINV-00203,hsn_mismatch
06EYLQR8847T7ZK,SHARAF-DUA,INV/2602/00024,2026-02-24,022026,7622.16,0.0,0.0,2134.2,2134.2,8708,ACTIVE,C02-GSTINV-00204,match
08NKTON6023J5ZT,GODA-VIG,INV/2602/00025,2026-02-25,022026,125969.72,0.0,0.0,21244.97,21244.97,3923;8708;8504;1701,ACTIVE,C02-GSTINV-00205,match
07KIALX8803U3Z7,"MADAN, YOHANNAN AND SULE",INV/2602/00026,2026-02-26,022026,33422.45,0.0,0.0,6016.04,6016.04,8504,INACTIVE,C02-GSTINV-00206,gstin_status_risk
36JUNYJ3795V3ZA,SARIN-LOYAL,INV/2602/00027,2026-02-27,022026,39636.3,0.0,0.0,6719.24,6719.24,2106;3923,ACTIVE,C02-GSTINV-00207,match
32TAMMU6426O7ZS,KORPAL-CHADHA,INV/2602/00028,2026-02-01,022026,23738.92,0.0,0.0,2848.67,2848.67,3004,ACTIVE,C02-GSTINV-00208,match
32VHXBK1666T9ZB,SESHADRI-KOHLI,INV/2602/00029,2026-02-02,022026,105145.21,0.0,0.0,10992.14,10992.14,1006;4819;1701,ACTIVE,C02-GSTINV-00209,match
29FFBOZ5076Z5ZR,RAGHAVAN-NAYAR,INV/2602/00030,2026-02-03,022026,136054.99,12244.96,12244.96,0.0,24489.92,3923;9983,ACTIVE,C02-GSTINV-00210,match
33MVWGH1147X4ZQ,TALWAR LLC,INV/2602/00031,2026-02-04,022026,84748.32,0.0,0.0,15254.7,15254.7,4819,ACTIVE,C02-GSTINV-00211,match
08AFHUI5306K7Z1,SURA AND SONS,INV/2602/00032,2026-02-05,022026,100825.96,0.0,0.0,15490.51,15490.51,3004;8504,ACTIVE,C02-GSTINV-00212,match
07OKPWT7304P4ZN,MAJUMDAR-ANNE,INV/2602/00034,2026-02-07,022026,67983.53,0.0,0.0,6261.38,6261.38,3004;1701,ACTIVE,C02-GSTINV-00214,rate_mismatch
29EIMWI3709Q3ZD,"HALDER, CHADA AND KHURANA",INV/2602/00035,2026-02-08,022026,44103.04,3969.27,3969.27,0.0,7938.54,8504,ACTIVE,C02-GSTINV-00215,match
06AYRPC4056J1ZJ,"RAY, SURESH AND KHOSLA",INV/2602/00036,2026-02-09,022026,30461.02,0.0,0.0,5482.98,5482.98,4819;3923,ACTIVE,C02-GSTINV-00216,match
07ECYOC5529Z5ZF,"SONI, SWAMINATHAN AND SEM",INV/2602/00037,2026-02-10,022026,80032.89,0.0,0.0,14405.92,14405.92,3923,ACTIVE,C02-GSTINV-00217,match
06LEPPV6638W9Z5,CHANDER LLC,INV/2602/00038,2026-02-11,022026,52677.67,0.0,0.0,8064.49,8064.49,9983;8504;3004,INACTIVE,C02-GSTINV-00218,gstin_status_risk
09XKSRU8404L8ZT,RAVEL LTD,INV/2602/00039,2026-02-12,022026,41256.53,0.0,0.0,6878.3,6878.3,3923;2106,ACTIVE,C02-GSTINV-00219,match
06IQUNK4659M2ZL,MOHAN LTD,INV/2602/00040,2026-02-13,022026,200642.8,0.0,0.0,26047.18,26047.18,7208;8708;1701;9983,ACTIVE,C02-GSTINV-00220,match
27ICLIK5658K8Z3,"PILLAY, SOLANKI AND WALI",INV/2602/00041,2026-02-14,022026,100732.73,0.0,0.0,10812.81,10812.81,2106;1006,ACTIVE,C02-GSTINV-00221,match
08FWHUR9979C1ZW,SANDAL-NARAYANAN,INV/2602/00042,2026-02-15,022026,3596.72,0.0,0.0,661.09,661.09,3923;8708,ACTIVE,C02-GSTINV-00222,match
07DBASM4906N8ZR,KRISHNAMURTHY-KASHYAP,INV/2602/00044,2026-02-17,022026,58764.22,0.0,0.0,10577.56,10577.56,8504,ACTIVE,C02-GSTINV-00224,match
27WGNKO3957D8Z5,HANS LLC,INV/2602/00045,2026-02-18,022026,68084.72,0.0,0.0,4815.46,4815.46,8708,ACTIVE,C02-GSTINV-00225,hsn_mismatch
09PXNAL9533Z5ZI,WASON LTD,INV/2602/00046,2026-02-19,022026,32238.75,0.0,0.0,5802.98,5802.98,9983,ACTIVE,C02-GSTINV-00226,match
09BMEBZ8620Q2ZH,HANDA AND SONS,INV/2602/00047,2026-02-20,022026,18386.62,0.0,0.0,3309.59,3309.59,9983;3923,ACTIVE,C02-GSTINV-00227,match
07XTRJE7215B6Z5,"SULE, MALHOTRA AND VOHRA",INV/2602/00048,2026-02-21,022026,91184.62,0.0,0.0,13806.3,13806.3,8504;3004,ACTIVE,C02-GSTINV-00228,match
07FTIQT1133X9ZE,"MANDAL, CHAUDHRY AND HARI",INV/2602/00049,2026-02-22,022026,142569.03,0.0,0.0,34815.88,34815.88,8504;7208;8708,ACTIVE,C02-GSTINV-00229,match
33JVPQH2825O4ZC,KARAN-PATEL,INV/2602/00050,2026-02-23,022026,37332.87,0.0,0.0,4365.95,4365.95,2106;1006;1701,ACTIVE,C02-GSTINV-00230,rate_mismatch
09GAQBP8251D2Z8,MITTAL INC,INV/2602/00051,2026-02-24,022026,64434.03,0.0,0.0,9032.9,9032.9,1701;3923,INACTIVE,C02-GSTINV-00231,gstin_status_risk
09URRUG7203B5ZG,"WALLA, DATE AND MAHAL",INV/2602/00052,2026-02-25,022026,127334.35,0.0,0.0,11963.86,11963.86,1701;3004;8504;7208,ACTIVE,C02-GSTINV-00232,match
36GABSU0460B7ZH,BHAGAT PLC,INV/2602/00053,2026-02-26,022026,48429.02,0.0,0.0,6428.09,6428.09,7208;8504;1701,ACTIVE,C02-GSTINV-00233,match
27TDFSP4053R8Z1,ARORA PLC,INV/2602/00055,2026-02-01,022026,110163.19,0.0,0.0,19971.93,19971.93,1006;8708,ACTIVE,C02-GSTINV-00235,match
07TGBTM0962U3Z0,SINGH-SRINIVAS,INV/2602/00056,2026-02-02,032026,7996.68,0.0,0.0,1439.4,1439.4,3923,ACTIVE,C02-GSTINV-00236,period_mismatch
06VCMUF8489V7ZK,OAK-GOUR,INV/2602/00057,2026-02-03,022026,33257.44,0.0,0.0,5986.34,5986.34,4819;9983,ACTIVE,C02-GSTINV-00237,match
08YBCWP7040F2ZI,KRISHNAN GROUP,INV/2602/00058,2026-02-04,022026,71845.11,0.0,0.0,9578.25,9578.25,2106;3923;3004;1006,ACTIVE,C02-GSTINV-00238,match
33VHKOE9968R9ZE,BHATTACHARYYA GROUP,INV/2602/00059,2026-02-05,022026,76660.39,0.0,0.0,9298.44,9298.44,3923;2106,ACTIVE,C02-GSTINV-00239,match
33XBJFG6841B9ZB,BORAH-BERA,INV/2602/00060,2026-02-06,022026,9882.55,0.0,0.0,1778.86,1778.86,8504,ACTIVE,C02-GSTINV-00240,match
32PKTXF1224G7ZE,DIXIT PLC,INV/2602/00061,2026-02-07,022026,35942.72,0.0,0.0,6469.69,6469.69,9983;7208;4819,ACTIVE,C02-GSTINV-00241,match
09FDRBD8413J3ZA,CHADA-KOTHARI,INV/2602/00062,2026-02-08,022026,217737.6,0.0,0.0,18936.25,18936.25,1701;8504,ACTIVE,C02-GSTINV-00242,match
08XPDOA9047B7ZX,SAHA PLC,INV/2602/00063,2026-02-09,022026,125074.4,0.0,0.0,9954.0,9954.0,1701;7208;3923,ACTIVE,C02-GSTINV-00243,match
09ELOPZ4171L8Z0,"KARA, VIRK AND RAI",INV/2602/00064,2026-02-10,022026,36844.52,0.0,0.0,6632.01,6632.01,7208,INACTIVE,C02-GSTINV-00244,gstin_status_risk
06QTTWS7738Q7ZH,"SANGHVI, MODY AND BHASIN",INV/2602/00066,2026-02-12,022026,22682.96,0.0,0.0,4082.94,4082.94,4819,ACTIVE,C02-GSTINV-00246,match
29VMNVX4366C4ZT,"CHAUDHARY, JOHAL AND KAKAR",INV/2602/00067,2026-02-13,022026,7249.55,548.07,548.07,0.0,1096.13,7208,ACTIVE,C02-GSTINV-00247,rate_mismatch
29YAKRY4470G2Z1,BUMB-DUGAR,INV/2602/00068,2026-02-14,022026,65942.24,7548.12,7548.12,0.0,15096.24,2106,ACTIVE,C02-GSTINV-00248,hsn_mismatch
36NOLOX3723J1Z9,GHOSE PLC,INV/2602/00069,2026-02-15,022026,90843.11,0.0,0.0,11837.35,11837.35,8504;2106,ACTIVE,C02-GSTINV-00249,match
33UEDZO4327V6ZM,DUGAR INC,INV/2602/00070,2026-02-16,022026,128627.36,0.0,0.0,16863.2,16863.2,8504;8708;1006,ACTIVE,C02-GSTINV-00250,match
19EZONQ2897S3ZS,SESHADRI-SINGHAL,INV/2602/00071,2026-02-17,022026,1314.39,0.0,0.0,236.59,236.59,8504,ACTIVE,C02-GSTINV-00251,match
06IKVLC0652Y5ZC,BALI-KATA,INV/2602/00072,2026-02-18,022026,46328.22,0.0,0.0,12971.9,12971.9,8708,ACTIVE,C02-GSTINV-00252,match
24FIPYX3183L1ZI,MANDAL-SETTY,INV/2602/00073,2026-02-19,022026,196064.21,0.0,0.0,31877.08,31877.08,3923;1701;8504,ACTIVE,C02-GSTINV-00253,match
36XDPCF4890S7Z5,KAUR LLC,INV/2602/00074,2026-02-20,022026,96597.12,0.0,0.0,16998.96,16998.96,3923;8504;2106;7208,ACTIVE,C02-GSTINV-00254,match
36JMLGR9837A5ZA,"KAR, DIXIT AND LATA",INV/2602/00076,2026-02-22,022026,25017.93,0.0,0.0,3002.16,3002.16,2106,INACTIVE,C02-GSTINV-00256,gstin_status_risk
01HKXJH5957F2ZA,BORA INC,INV/2602/00077,2026-02-23,022026,151474.5,0.0,0.0,27265.41,27265.41,4819;3923,ACTIVE,C02-GSTINV-00257,match
07NJMIX1121R9ZY,MOHANTY PLC,INV/2602/00078,2026-02-24,022026,62593.91,0.0,0.0,11266.9,11266.9,7208,ACTIVE,C02-GSTINV-00258,match
01MIJVX5737A2ZE,"MANI, SARNA AND DASH",INV/2602/00079,2026-02-25,022026,13876.48,0.0,0.0,1665.18,1665.18,3004;2106,ACTIVE,C02-GSTINV-00259,match
33NBDGB6779G4ZB,MODI-RAU,INV/2602/00080,2026-02-26,022026,88282.37,0.0,0.0,12144.45,12144.45,1006;3923;2106,ACTIVE,C02-GSTINV-00260,match
08NBVTN7917A2ZD,TELLA-ZACHARIA,INV/2602/00081,2026-02-27,022026,221910.35,0.0,0.0,36887.67,36887.67,4819;8504;2106;7208,ACTIVE,C02-GSTINV-00261,match
19DCDTS5031J8ZJ,SARMA-BUCH,INV/2602/00082,2026-02-01,022026,148025.95,0.0,0.0,18383.49,18383.49,3004;7208;8504;1006,ACTIVE,C02-GSTINV-00262,match
29RCDKP1990G6ZC,"BARAL, SANKARAN AND NAIDU",INV/2602/00083,2026-02-02,022026,114436.89,9537.32,9537.32,0.0,19074.64,1701;8504;9983;7208,ACTIVE,C02-GSTINV-00263,rate_mismatch
24ZNDLD4290X1Z4,"KRISHNA, BAL AND CHAND",INV/2602/00084,2026-02-03,022026,37111.78,0.0,0.0,4453.41,4453.41,2106,ACTIVE,C02-GSTINV-00264,match
27UFRMG3859B7Z7,BAIL LTD,INV/2602/00085,2026-02-04,022026,57110.59,0.0,0.0,10061.9,10061.9,4819;1006;3923;7208,ACTIVE,C02-GSTINV-00265,match
24CIJJR2659C5Z7,VENKATARAMAN-SATHE,INV/2602/00087,2026-02-06,022026,110484.87,0.0,0.0,16427.18,16427.18,1006;8504,ACTIVE,C02-GSTINV-00267,match
32CMRFM8612N4ZV,GOLLA-SARIN,INV/2602/00088,2026-02-07,022026,10307.54,0.0,0.0,2886.11,2886.11,8708,ACTIVE,C02-GSTINV-00268,match
36VCIBU4276J9ZJ,"SWAMY, CHAND AND SINGHAL",INV/2602/00089,2026-02-08,022026,81329.01,0.0,0.0,15415.08,15415.08,3004;9983;8708,INACTIVE,C02-GSTINV-00269,gstin_status_risk
27FZTMY5674S1ZX,REGE-NATH,INV/2602/00090,2026-02-09,022026,50765.57,0.0,0.0,6558.75,6558.75,8504,ACTIVE,C02-GSTINV-00270,hsn_mismatch
06DAUIM9492I3Z1,CHEEMA-DYAL,INV/2602/00091,2026-02-10,022026,70486.73,0.0,0.0,7143.11,7143.11,8708;1006,ACTIVE,C02-GSTINV-00271,match
19RXKVV2551V9ZG,SABHARWAL-TANDON,INV/2602/00092,2026-02-11,022026,11277.62,0.0,0.0,1353.32,1353.32,3004,ACTIVE,C02-GSTINV-00272,match
08DEZLG5439K9ZR,RATTAN-BANSAL,INV/2602/00093,2026-02-12,032026,30343.66,0.0,0.0,5461.86,5461.86,3923;4819,ACTIVE,C02-GSTINV-00273,period_mismatch
01VRYRU2539L2ZY,CHAKRABARTI-MURTY,INV/2602/00094,2026-02-13,022026,13987.68,0.0,0.0,2517.79,2517.79,8504;7208,ACTIVE,C02-GSTINV-00274,match
19WTKAW8944K7Z6,NAIK-D’ALIA,INV/2602/00095,2026-02-14,022026,65218.76,0.0,0.0,11739.38,11739.38,3923;7208,ACTIVE,C02-GSTINV-00275,match
36ISTQE4602J6Z5,VARKEY-AGARWAL,INV/2602/00096,2026-02-15,022026,121649.86,0.0,0.0,14597.98,14597.98,3004;2106,ACTIVE,C02-GSTINV-00276,match
09DYEOA5798P2ZE,VASA LLC,INV/2602/00098,2026-02-17,022026,20181.19,0.0,0.0,2907.25,2907.25,3004;8504,ACTIVE,C02-GSTINV-00278,match
09SEEUA9242S8Z5,"TARA, SATHE AND BEHL",INV/2602/00099,2026-02-18,022026,127091.29,0.0,0.0,19670.98,19670.98,2106;7208;9983,ACTIVE,C02-GSTINV-00279,match
01BYMJP6878A5ZW,LOKE PLC,INV/2602/00100,2026-02-19,022026,101744.13,0.0,0.0,20023.99,20023.99,3923;2106;8504,ACTIVE,C02-GSTINV-00280,rate_mismatch
07MZHJL9289Q6ZR,MANI GROUP,INV/2602/00101,2026-02-20,022026,170479.38,0.0,0.0,26676.42,26676.42,4819;2106,ACTIVE,C02-GSTINV-00281,match
33UBDFA2749P1ZS,"SUNDARAM, DARA AND BALAKRISHNAN",INV/2602/00102,2026-02-21,022026,80506.82,0.0,0.0,10205.66,10205.66,8504;2106;3004,INACTIVE,C02-GSTINV-00282,gstin_status_risk
33PPZNO4076K1ZI,"KHATRI, DUTT AND MUKHOPADHYAY",INV/2602/00103,2026-02-22,022026,31101.91,0.0,0.0,5598.34,5598.34,7208,ACTIVE,C02-GSTINV-00283,match
07ALSMQ2630T8ZK,"ATWAL, REDDY AND CHANDER",INV/2602/00104,2026-02-23,022026,50069.39,0.0,0.0,8581.79,8581.79,3004;3923,ACTIVE,C02-GSTINV-00284,match
06OPCGG7302M7ZI,COMAR GROUP,INV/2602/00105,2026-02-24,022026,99852.77,0.0,0.0,15323.78,15323.78,1701;7208,ACTIVE,C02-GSTINV-00285,match
07JCJFL3260N6ZB,DUBE GROUP,INV/2602/00106,2026-02-25,022026,64725.05,0.0,0.0,9511.08,9511.08,1701;8504;2106;8708,ACTIVE,C02-GSTINV-00286,match
09VNHBB0140V5ZM,"MANNE, UPADHYAY AND MAHAJAN",INV/2602/00107,2026-02-26,022026,1047.18,0.0,0.0,293.21,293.21,8708,ACTIVE,C02-GSTINV-00287,match
01ADEMR8964T6ZP,SHAN PLC,INV/2602/00109,2026-02-01,022026,19140.56,0.0,0.0,2039.34,2039.34,1701;3004,ACTIVE,C02-GSTINV-00289,match
07QLQUE3440F3ZS,RAJAGOPAL AND SONS,INV/2602/00110,2026-02-02,022026,144754.24,0.0,0.0,9296.85,9296.85,1006;3004;7208;1701,ACTIVE,C02-GSTINV-00290,match
36OHMMP6684W1ZX,"TRIVEDI, DESHPANDE AND BOASE",INV/2602/00111,2026-02-03,022026,132038.29,0.0,0.0,23766.89,23766.89,9983;3923;8504;4819,ACTIVE,C02-GSTINV-00291,match
32XIPVR1279V6ZU,SACHDEVA-OAK,INV/2602/00112,2026-02-04,022026,53527.74,0.0,0.0,3917.38,3917.38,9983,ACTIVE,C02-GSTINV-00292,hsn_mismatch
09GOZJG6185Z2ZL,"LOKE, AGATE AND MANDAL",INV/2602/00113,2026-02-05,022026,4831.88,0.0,0.0,869.74,869.74,9983,ACTIVE,C02-GSTINV-00293,match
07WWPCB9797D2ZZ,"MISRA, SURI AND DIXIT",INV/2602/00114,2026-02-06,022026,12121.57,0.0,0.0,1454.59,1454.59,2106,INACTIVE,C02-GSTINV-00294,gstin_status_risk
07SSTMW1381G8ZQ,YOHANNAN-SULE,INV/2602/00115,2026-02-07,022026,25234.8,0.0,0.0,3028.18,3028.18,3004,ACTIVE,C02-GSTINV-00295,match
07CJTJR1742Z7ZQ,NATARAJAN-PUROHIT,INV/2602/00116,2026-02-08,022026,136246.16,0.0,0.0,12541.98,12541.98,8708;1006;1701,ACTIVE,C02-GSTINV-00296,rate_mismatch
24BTRQX0676Q5ZQ,NAGY-GULATI,INV/2602/00117,2026-02-09,022026,92118.04,0.0,0.0,14006.66,14006.66,4819;3923;2106,ACTIVE,C02-GSTINV-00297,match
32GVHKN7825D1Z7,BASSI-NADKARNI,INV/2602/00119,2026-02-11,022026,88619.82,0.0,0.0,15951.57,15951.57,9983;4819,ACTIVE,C02-GSTINV-00299,match
33NPJHU7675H2ZK,"SOLANKI, RAJ AND RAJU",INV/2602/00120,2026-02-12,022026,13251.53,0.0,0.0,2385.28,2385.28,4819;7208,ACTIVE,C02-GSTINV-00300,match
08LJNPN3244O8ZQ,"DOSHI, TANDON AND BANSAL",INV/2602/00121,2026-02-13,022026,36150.02,0.0,0.0,5852.71,5852.71,2106;8504,ACTIVE,C02-GSTINV-00301,match
29DFMTY3964D6ZI,THAKKAR PLC,INV/2602/00122,2026-02-14,022026,29474.45,1591.15,1591.15,0.0,3182.3,1701;4819,ACTIVE,C02-GSTINV-00302,match
24BXXFV4138N8ZJ,CHAUDHRY-SARRAF,INV/2602/00123,2026-02-15,022026,129670.02,0.0,0.0,27556.14,27556.14,4819;9983;8708;8504,ACTIVE,C02-GSTINV-00303,match
19CQQKX3064I2ZA,VORA GROUP,INV/2602/00124,2026-02-16,022026,232127.86,0.0,0.0,41783.0,41783.0,9983,ACTIVE,C02-GSTINV-00304,match
09ODOFQ5051P9Z1,DHAWAN GROUP,INV/2602/00125,2026-02-17,022026,121928.87,0.0,0.0,12231.48,12231.48,1006;3004,ACTIVE,C02-GSTINV-00305,match
27CNIPM9310Q6ZO,"DUBEY, BORDE AND SINGH",INV/2602/00126,2026-02-18,022026,9250.06,0.0,0.0,462.5,462.5,1701,ACTIVE,C02-GSTINV-00306,match
33EPIAB3343M2Z3,NIGAM-RAO,INV/2602/00127,2026-02-19,022026,53845.98,0.0,0.0,12863.79,12863.79,9983;8708,INACTIVE,C02-GSTINV-00307,gstin_status_risk
33GXGZR2573N8Z5,"BUCH, NARASIMHAN AND WALLA",INV/2602/00128,2026-02-20,022026,46876.3,0.0,0.0,5625.15,5625.15,2106,ACTIVE,C02-GSTINV-00308,match
09WFNUW9697I4ZK,"BANIK, BISWAS AND KEER",INV/2602/00130,2026-02-22,032026,119262.68,0.0,0.0,16097.99,16097.99,8504;2106,ACTIVE,C02-GSTINV-00310,period_mismatch
27AAEOS4308U2ZY,"MANI, KARAN AND CHANA",INV/2602/00131,2026-02-23,022026,203219.42,0.0,0.0,21042.34,21042.34,1701;7208;2106,ACTIVE,C02-GSTINV-00311,match
09RSEVQ8299B5ZV,CHAUDHARI-CHAUDHRY,INV/2602/00132,2026-02-24,022026,48175.71,0.0,0.0,4330.71,4330.71,1006;7208,ACTIVE,C02-GSTINV-00312,match
29MOROR5010I4ZX,GANESAN-MISTRY,INV/2602/00133,2026-02-25,022026,28400.46,4200.9,4200.9,0.0,8401.8,3004;8708,ACTIVE,C02-GSTINV-00313,rate_mismatch
01WIVKD5450X4Z3,BATRA LLC,INV/2602/00134,2026-02-26,022026,92755.45,0.0,0.0,16236.75,16236.75,8708;7208;9983;3004,ACTIVE,C02-GSTINV-00314,match
08EIQCM8563I4Z6,MEMON LLC,INV/2602/00135,2026-02-27,022026,37504.47,0.0,0.0,9829.53,9829.53,2106,ACTIVE,C02-GSTINV-00315,hsn_mismatch
32LCLDZ9386Z3Z3,SANKAR-DHINGRA,INV/2602/00136,2026-02-01,022026,38147.53,0.0,0.0,2959.94,2959.94,1006;7208,ACTIVE,C02-GSTINV-00316,match
24WQIYU4311T2ZC,WALI GROUP,INV/2602/00137,2026-02-02,022026,82379.71,0.0,0.0,16436.31,16436.31,8708;8504,ACTIVE,C02-GSTINV-00317,match
33TIXUD3330S3Z3,"GOLE, GARDE AND GILL",INV/2602/00138,2026-02-03,022026,10596.06,0.0,0.0,1907.29,1907.29,7208,ACTIVE,C02-GSTINV-00318,match
08UIRSZ5359T5ZQ,RAJA PLC,INV/2602/00139,2026-02-04,022026,73860.78,0.0,0.0,3693.04,3693.04,1701;1006,ACTIVE,C02-GSTINV-00319,match
08EAVXA6371G5ZT,SHENOY LTD,INV/2602/00141,2026-02-06,022026,92588.64,0.0,0.0,23656.89,23656.89,4819;8708;1701,ACTIVE,C02-GSTINV-00321,match
08XTPWH1262E9ZV,SHARAF-KUMER,INV/2602/00142,2026-02-07,022026,58769.76,0.0,0.0,10578.56,10578.56,8504,ACTIVE,C02-GSTINV-00322,match
33TJNES5494S7Z2,"ANDRA, SHROFF AND MANI",INV/2602/00143,2026-02-08,022026,75241.52,0.0,0.0,9725.79,9725.79,3004;7208,ACTIVE,C02-GSTINV-00323,match
09ODCLJ5464O7ZQ,"DUGAR, BORAH AND SATHE",INV/2602/00144,2026-02-09,022026,119699.48,0.0,0.0,14524.12,14524.12,4819;2106;1701;3923,ACTIVE,C02-GSTINV-00324,match
08CBAFF3386I4Z8,MISTRY-SAMRA,INV/2602/00145,2026-02-10,022026,75605.32,0.0,0.0,11894.66,11894.66,1006;4819;9983,ACTIVE,C02-GSTINV-00325,match
29ZYWFS2255O8ZL,"KRISHNA, SHAN AND MITTAL",INV/2602/00146,2026-02-11,022026,14046.41,1264.18,1264.18,0.0,2528.36,4819,ACTIVE,C02-GSTINV-00326,match
24FLOJP1908L6ZE,RAJAGOPALAN GROUP,INV/2602/00147,2026-02-12,022026,118899.59,0.0,0.0,20843.22,20843.22,7208;4819;1006,ACTIVE,C02-GSTINV-00327,match
32OKJYB3439U5Z5,KHALSA GROUP,INV/2602/00148,2026-02-13,022026,1162.47,0.0,0.0,325.49,325.49,8708,ACTIVE,C02-GSTINV-00328,match
32MEBZH2600Q1ZA,"PARMER, MERCHANT AND MERCHANT",INV/2602/00149,2026-02-14,022026,136975.42,0.0,0.0,11735.56,11735.56,7208;2106;1701;3004,ACTIVE,C02-GSTINV-00329,rate_mismatch
07XTLXE5392F5ZY,BAWA PLC,INV/2602/00151,2026-02-16,022026,28373.02,0.0,0.0,3404.76,3404.76,3004,ACTIVE,C02-GSTINV-00331,match
06ZBCTI4254C8ZO,"TANEJA, MANGAT AND KARPE",INV/2602/00152,2026-02-17,022026,77912.19,0.0,0.0,11874.28,11874.28,3004;3923;2106;8504,INACTIVE,C02-GSTINV-00332,gstin_status_risk
27DVVEA1253C1ZH,"PANDEY, KANDA AND GUPTA",INV/2602/00153,2026-02-18,022026,120144.35,0.0,0.0,21326.6,21326.6,4819;1006;8504;8708,ACTIVE,C02-GSTINV-00333,match
09LPBJF2910A1ZL,"KRISHNA, DEVAN AND CHATTERJEE",INV/2602/00154,2026-02-19,022026,48050.86,0.0,0.0,2402.54,2402.54,1701,ACTIVE,C02-GSTINV-00334,match
