supplier_gstin,supplier_name,invoice_no,invoice_date,return_period,taxable_value,cgst,sgst,igst,total_tax,hsn_codes,supplier_status,linked_doc_id,expected_mismatch_type
36ZQMNB8117S2ZE,NATH AND SONS,INV/2603/00027,2026-03-27,032026,2232.53,0.0,0.0,111.63,111.63,1006,ACTIVE,C03-GSTINV-00107,match
07YWOXT4347I2ZN,"LALA, EDWIN AND SATHE",INV/2603/00028,2026-03-01,032026,29352.94,0.0,0.0,3522.35,3522.35,2106,ACTIVE,C03-GSTINV-00108,match
06WWUIC4327X4ZT,"SANE, ANDRA AND CHOUDHURY",INV/2603/00029,2026-03-02,032026,182342.64,0.0,0.0,26981.29,26981.29,3004;7208;4819,ACTIVE,C03-GSTINV-00109,match
24WSCNG4097C1ZE,DIXIT PLC,INV/2603/00030,2026-03-03,032026,200833.44,0.0,0.0,24018.31,24018.31,4819;1701;2106,ACTIVE,C03-GSTINV-00110,match
08HWYKV3429E2Z9,PINGLE PLC,INV/2603/00031,2026-03-04,032026,149489.58,0.0,0.0,16010.64,16010.64,8504;1701,ACTIVE,C03-GSTINV-00111,match
27GDERV6083C4ZM,"DIVAN, SANI AND DATTA",INV/2603/00032,2026-03-05,032026,34338.87,0.0,0.0,6181.0,6181.0,3923,ACTIVE,C03-GSTINV-00112,match
27VCWVD9094X7ZV,PARMAR AND SONS,INV/2603/00034,2026-03-07,032026,50704.63,0.0,0.0,9160.13,9160.13,7208;2106;9983,ACTIVE,C03-GSTINV-00114,rate_mismatch
27BHDFX5687M6ZU,"KRISH, CHAUHAN AND PANDYA",INV/2603/00035,2026-03-08,032026,82960.35,0.0,0.0,14932.85,14932.85,4819;7208;3923,ACTIVE,C03-GSTINV-00115,match
08ZCRGV9092Z7ZM,"RAY, DUBEY AND KHALSA",INV/2603/00036,2026-03-09,032026,24875.09,0.0,0.0,3207.52,3207.52,2106;4819,ACTIVE,C03-GSTINV-00116,match
32DYVVZ5100T4Z1,GOEL GROUP,INV/2603/00037,2026-03-10,032026,124128.42,0.0,0.0,11494.89,11494.89,1006;3004;2106,ACTIVE,C03-GSTINV-00117,match
29WYJYK1311N8ZK,GOLA LTD,INV/2603/00038,2026-03-11,032026,78185.11,4833.96,4833.96,0.0,9667.92,3004;2106;3923,INACTIVE,C03-GSTINV-00118,gstin_status_risk
32KZZAP9925P3ZL,SABHARWAL-KOTHARI,INV/2603/00039,2026-03-12,032026,54422.74,0.0,0.0,6530.72,6530.72,3004,ACTIVE,C03-GSTINV-00119,match
06VRSIA2637X1Z3,DUTTA-CHOKSHI,INV/2603/00040,2026-03-13,032026,142835.75,0.0,0.0,25710.43,25710.43,7208;8504;9983,ACTIVE,C03-GSTINV-00120,match
01HIYBE3758C6ZU,BARAD-SINGHAL,INV/2603/00041,2026-03-14,032026,17955.79,0.0,0.0,3232.05,3232.05,7208,ACTIVE,C03-GSTINV-00121,match
36ORHCK5400C5ZU,IYENGAR GROUP,INV/2603/00042,2026-03-15,032026,6529.05,0.0,0.0,326.45,326.45,1006,ACTIVE,C03-GSTINV-00122,match
08OVVKN8484C7Z2,BAJWA LTD,INV/2603/00044,2026-03-17,032026,39362.83,0.0,0.0,3861.83,3861.83,1701;2106,ACTIVE,C03-GSTINV-00124,match
07VGXXB3332O1ZX,RASTOGI LLC,INV/2603/00045,2026-03-18,032026,118652.03,0.0,0.0,13194.46,13194.46,7208,ACTIVE,C03-GSTINV-00125,hsn_mismatch
07QRKKW6042L1ZL,BOASE-MALLICK,INV/2603/00046,2026-03-19,032026,58162.81,0.0,0.0,9786.12,9786.12,3923;1701;8504,ACTIVE,C03-GSTINV-00126,match
24TTWVN1351Q1ZB,UPADHYAY-RATTA,INV/2603/00047,2026-03-20,032026,38986.44,0.0,0.0,1949.33,1949.33,1006,ACTIVE,C03-GSTINV-00127,match
29KXRGM4945L3ZG,"YADAV, NARULA AND BALA",INV/2603/00048,2026-03-21,032026,3320.95,298.89,298.89,0.0,597.78,3923,ACTIVE,C03-GSTINV-00128,match
08WQRGK0770E3Z0,LAL AND SONS,INV/2603/00049,2026-03-22,032026,107111.52,0.0,0.0,19280.07,19280.07,9983;3923;4819,ACTIVE,C03-GSTINV-00129,match
19OPHRM3232U5ZC,"LANKA, BARAD AND CHOPRA",INV/2603/00050,2026-03-23,032026,50672.67,0.0,0.0,3724.74,3724.74,1006;4819,ACTIVE,C03-GSTINV-00130,rate_mismatch
09GKKAS5172R8ZM,"SARAF, PAI AND MURTHY",INV/2603/00051,2026-03-24,032026,119016.01,0.0,0.0,14281.93,14281.93,2106,INACTIVE,C03-GSTINV-00131,gstin_status_risk
19RFFWK8354D8Z3,VAIDYA-D’ALIA,INV/2603/00052,2026-03-25,032026,18402.97,0.0,0.0,3312.53,3312.53,8504,ACTIVE,C03-GSTINV-00132,match
24NKWDZ3989E6ZB,GUPTA-KUMAR,INV/2603/00053,2026-03-26,032026,33091.69,0.0,0.0,5956.5,5956.5,8504,ACTIVE,C03-GSTINV-00133,match
19ICNHB0945Q6ZR,"YOHANNAN, HEGDE AND PATLA",INV/2603/00055,2026-03-01,032026,49705.65,0.0,0.0,7481.57,7481.57,4819;3004,ACTIVE,C03-GSTINV-00135,match
07DSUJQ7650D1Z3,BOASE-NARAYANAN,INV/2603/00056,2026-03-02,042026,26725.32,0.0,0.0,4810.55,4810.55,7208,ACTIVE,C03-GSTINV-00136,period_mismatch
09MDSQH6626E7Z6,"MURTHY, DASH AND MITAL",INV/2603/00057,2026-03-03,032026,13607.18,0.0,0.0,2449.29,2449.29,3923,ACTIVE,C03-GSTINV-00137,match
24HBMFY3069S8Z9,"MORE, REGE AND NARAIN",INV/2603/00058,2026-03-04,032026,28828.21,0.0,0.0,1441.42,1441.42,1701,ACTIVE,C03-GSTINV-00138,match
09MCEBH8370Y1Z0,MERCHANT-DATTA,INV/2603/00059,2026-03-05,032026,45151.4,0.0,0.0,6932.13,6932.13,2106;8504,ACTIVE,C03-GSTINV-00139,match
06JICKL8644Z3Z7,SALVI LTD,INV/2603/00060,2026-03-06,032026,7960.08,0.0,0.0,955.2,955.2,2106,ACTIVE,C03-GSTINV-00140,match
27UREJJ0689E8ZV,GHOSH-MITRA,INV/2603/00061,2026-03-07,032026,110404.9,0.0,0.0,26476.15,26476.15,8504;4819;8708;9983,ACTIVE,C03-GSTINV-00141,match
19NRQLS4661R1Z0,ACHARYA-MODI,INV/2603/00062,2026-03-08,032026,204669.79,0.0,0.0,51380.11,51380.11,8708;2106,ACTIVE,C03-GSTINV-00142,match
08CLOCM3970M7Z2,KADE-SANI,INV/2603/00063,2026-03-09,032026,84153.99,0.0,0.0,4207.7,4207.7,1701,ACTIVE,C03-GSTINV-00143,match
09XORLI8883Y8ZN,"NAGY, SHROFF AND SATHE",INV/2603/00064,2026-03-10,032026,66922.49,0.0,0.0,9059.92,9059.92,1701;3004;3923,INACTIVE,C03-GSTINV-00144,gstin_status_risk
27YUXRE8166K9ZO,GARA-CHAD,INV/2603/00066,2026-03-12,032026,123283.83,0.0,0.0,22191.09,22191.09,3923,ACTIVE,C03-GSTINV-00146,match
36XNVOI7522W5ZM,VARMA-NAYAK,INV/2603/00067,2026-03-13,032026,57003.56,0.0,0.0,8722.22,8722.22,2106;4819,ACTIVE,C03-GSTINV-00147,rate_mismatch
27PYSRX5840D1ZO,KEER LTD,INV/2603/00068,2026-03-14,032026,10057.4,0.0,0.0,502.87,502.87,3923,ACTIVE,C03-GSTINV-00148,hsn_mismatch
33GVRHT0818X9ZE,KAR-ISSAC,INV/2603/00069,2026-03-15,032026,168200.53,0.0,0.0,26450.8,26450.8,3004;3923;7208;4819,ACTIVE,C03-GSTINV-00149,match
27VXSQT5679J8ZB,BAKSHI INC,INV/2603/00070,2026-03-16,032026,19094.23,0.0,0.0,2291.31,2291.31,2106,ACTIVE,C03-GSTINV-00150,match
24HGEVA4909T1ZJ,SOMAN PLC,INV/2603/00071,2026-03-17,032026,63786.96,0.0,0.0,6982.33,6982.33,1701;3004;8708,ACTIVE,C03-GSTINV-00151,match
32NZVZA6496T4Z2,SHAH GROUP,INV/2603/00072,2026-03-18,032026,62813.56,0.0,0.0,16920.83,16920.83,7208;8708,ACTIVE,C03-GSTINV-00152,match
27MHQIC0975U2ZD,"HAYER, RAJAGOPALAN AND TALWAR",INV/2603/00073,2026-03-19,032026,86356.8,0.0,0.0,15544.22,15544.22,7208,ACTIVE,C03-GSTINV-00153,match
33DLICB7552I7ZO,KOHLI-DIVAN,INV/2603/00074,2026-03-20,032026,22293.19,0.0,0.0,3811.87,3811.87,7208;1701;9983,ACTIVE,C03-GSTINV-00154,match
07DAPNY3793N9Z9,GODA LTD,INV/2603/00076,2026-03-22,032026,73896.27,0.0,0.0,8867.56,8867.56,3004,INACTIVE,C03-GSTINV-00156,gstin_status_risk
27QBRGF5936H2ZI,"SHETTY, BEDI AND KRISH",INV/2603/00077,2026-03-23,032026,28144.24,0.0,0.0,3377.3,3377.3,3004,ACTIVE,C03-GSTINV-00157,match
36POJIL0227N5ZN,SHAN AND SONS,INV/2603/00078,2026-03-24,032026,132066.65,0.0,0.0,20172.29,20172.29,8504;3923;2106,ACTIVE,C03-GSTINV-00158,match
08GXBBA5054S4Z2,WALI-NADIG,INV/2603/00079,2026-03-25,032026,143701.49,0.0,0.0,28289.45,28289.45,8708;2106;9983,ACTIVE,C03-GSTINV-00159,match
33GZZRT1155E8ZM,THAMAN-SANDHU,INV/2603/00080,2026-03-26,032026,4748.92,0.0,0.0,854.81,854.81,8504;4819,ACTIVE,C03-GSTINV-00160,match
19KXWBQ1962X5ZY,"SEHGAL, DUTT AND SOMAN",INV/2603/00081,2026-03-27,032026,131560.42,0.0,0.0,23680.88,23680.88,7208;9983,ACTIVE,C03-GSTINV-00161,match
24ZFKVI7808O3ZE,LAD-KOTA,INV/2603/00082,2026-03-01,032026,95147.67,0.0,0.0,13664.61,13664.61,3004;4819;1701,ACTIVE,C03-GSTINV-00162,match
33MFEVA0516B3Z3,"MALHOTRA, VERMA AND SUNDARAM",INV/2603/00083,2026-03-02,032026,135367.8,0.0,0.0,22626.57,22626.57,2106;9983;3923,ACTIVE,C03-GSTINV-00163,rate_mismatch
27WEVPU8162X6ZT,"KHARE, MAHARAJ AND SARRAF",INV/2603/00084,2026-03-03,032026,24901.37,0.0,0.0,2988.16,2988.16,3004,ACTIVE,C03-GSTINV-00164,match
32CMPBU5141T9Z0,MANGAL AND SONS,INV/2603/00085,2026-03-04,032026,164492.9,0.0,0.0,21369.24,21369.24,8708;1006;3004;7208,ACTIVE,C03-GSTINV-00165,match
19PZKFO5154J6ZP,"BUCH, DEVI AND DORA",INV/2603/00087,2026-03-06,032026,30890.97,0.0,0.0,1836.7,1836.7,1701;2106,ACTIVE,C03-GSTINV-00167,match
29PRBKQ8846C2ZG,RAJAGOPAL LTD,INV/2603/00088,2026-03-07,032026,74907.9,8035.39,8035.39,0.0,16070.78,1701;7208;8708,ACTIVE,C03-GSTINV-00168,match
07QLFRU2055H3Z2,KALA INC,INV/2603/00089,2026-03-08,032026,25424.53,0.0,0.0,4227.59,4227.59,1006;3923,INACTIVE,C03-GSTINV-00169,gstin_status_risk
29ASXOS5538H4ZT,REDDY-NARAYANAN,INV/2603/00090,2026-03-09,032026,10676.34,960.88,960.88,0.0,1921.76,8708,ACTIVE,C03-GSTINV-00170,hsn_mismatch
29HYUYW8569S8ZF,"SHUKLA, SAGAR AND BHATIA",INV/2603/00091,2026-03-10,032026,54983.69,4948.53,4948.53,0.0,9897.06,8504;9983;3923,ACTIVE,C03-GSTINV-00171,match
08UKJNS2237K2ZZ,SALVI GROUP,INV/2603/00092,2026-03-11,032026,107114.35,0.0,0.0,14188.78,14188.78,4819;9983;3004,ACTIVE,C03-GSTINV-00172,match
06XRRPT5046P5ZV,"BAHRI, RAI AND SOOD",INV/2603/00093,2026-03-12,042026,280348.86,0.0,0.0,49653.83,49653.83,7208;2106,ACTIVE,C03-GSTINV-00173,period_mismatch
24WULDN3063D6ZN,PANDEY LLC,INV/2603/00094,2026-03-13,032026,96329.07,0.0,0.0,16081.88,16081.88,2106;3923;4819,ACTIVE,C03-GSTINV-00174,match
27EDOFC2243E3ZU,SAINI-YOHANNAN,INV/2603/00095,2026-03-14,032026,32260.81,0.0,0.0,3871.3,3871.3,2106,ACTIVE,C03-GSTINV-00175,match
29NIMGW0012I8Z6,"KANNAN, SURA AND KANDA",INV/2603/00096,2026-03-15,032026,39493.65,4296.27,4296.27,0.0,8592.54,3923;8708;7208,ACTIVE,C03-GSTINV-00176,match
24WBEFI2262O6ZX,RAMACHANDRAN LLC,INV/2603/00098,2026-03-17,032026,135940.05,0.0,0.0,20547.26,20547.26,2106;3923;1701,ACTIVE,C03-GSTINV-00178,match
24NZCQC9327O3Z8,"RAVEL, GANDHI AND SIBAL",INV/2603/00099,2026-03-18,032026,39464.3,0.0,0.0,6335.87,6335.87,1006;4819,ACTIVE,C03-GSTINV-00179,match
27DYOPL7846R5ZM,WALLA INC,INV/2603/00100,2026-03-19,032026,30468.91,0.0,0.0,2856.73,2856.73,1701;7208,ACTIVE,C03-GSTINV-00180,rate_mismatch
19HNRMT2775Z1ZZ,BALA-CHACKO,INV/2603/00101,2026-03-20,032026,58642.24,0.0,0.0,9324.08,9324.08,7208;3004,ACTIVE,C03-GSTINV-00181,match
24VFCQN7662U9ZH,"SANGHA, DESHMUKH AND SHENOY",INV/2603/00102,2026-03-21,032026,48739.81,0.0,0.0,2436.99,2436.99,1701,INACTIVE,C03-GSTINV-00182,gstin_status_risk
08IDZAZ2140C3Z0,BEDI LLC,INV/2603/00103,2026-03-22,032026,45063.3,0.0,0.0,8111.39,8111.39,4819;8504,ACTIVE,C03-GSTINV-00183,match
01GKOEX2309W4ZO,NARANG-KAKAR,INV/2603/00104,2026-03-23,032026,257324.04,0.0,0.0,26861.58,26861.58,3004;1701,ACTIVE,C03-GSTINV-00184,match
33STODM2306D4ZR,NARAIN-NAZARETH,INV/2603/00105,2026-03-24,032026,26889.96,0.0,0.0,3226.8,3226.8,2106,ACTIVE,C03-GSTINV-00185,match
01PRREU2463Y1Z3,MALL-SAMA,INV/2603/00106,2026-03-25,032026,52160.1,0.0,0.0,6633.12,6633.12,8708;3004,ACTIVE,C03-GSTINV-00186,match
19ULFRJ1844J9ZV,BUMB-SINGHAL,INV/2603/00107,2026-03-26,032026,54782.12,0.0,0.0,11586.48,11586.48,8708;8504,ACTIVE,C03-GSTINV-00187,match
09IQCNB8182P4Z6,KAPUR-BISWAS,INV/2603/00109,2026-03-01,032026,139785.49,0.0,0.0,18306.51,18306.51,8504;9983;3004;1006,ACTIVE,C03-GSTINV-00189,match
33BOYKJ7820C5Z4,"BARIA, BALASUBRAMANIAN AND KOTA",INV/2603/00110,2026-03-02,032026,26475.58,0.0,0.0,1323.78,1323.78,1701,ACTIVE,C03-GSTINV-00190,match
29KCQJL6811M9ZL,BAHRI PLC,INV/2603/00111,2026-03-03,032026,66527.22,7898.64,7898.64,0.0,15797.28,8708;4819,ACTIVE,C03-GSTINV-00191,match
33LSPOF7929O7Z0,KHARE AND SONS,INV/2603/00112,2026-03-04,032026,2798.28,0.0,0.0,503.69,503.69,1006,ACTIVE,C03-GSTINV-00192,hsn_mismatch
09AZFIU9895S3Z6,CONTRACTOR-KAMDAR,INV/2603/00113,2026-03-05,032026,119583.74,0.0,0.0,21525.06,21525.06,4819;3923;7208,ACTIVE,C03-GSTINV-00193,match
27EVROX5375C1ZL,KUNDA-PILLAY,INV/2603/00114,2026-03-06,032026,90752.17,0.0,0.0,12277.06,12277.06,7208;3004;9983,INACTIVE,C03-GSTINV-00194,gstin_status_risk
33TKLPN2231C8Z3,CONTRACTOR AND SONS,INV/2603/00115,2026-03-07,032026,102288.38,0.0,0.0,16028.58,16028.58,3923;7208;2106;8504,ACTIVE,C03-GSTINV-00195,match
36NGGLR5143G6ZM,CHOKSHI-BAL,INV/2603/00116,2026-03-08,032026,27670.38,0.0,0.0,4183.76,4183.76,3923,ACTIVE,C03-GSTINV-00196,rate_mismatch
27QLYGR1707H3ZI,PRASHAD-RANGANATHAN,INV/2603/00117,2026-03-09,032026,38563.07,0.0,0.0,3634.79,3634.79,1701;1006;8708,ACTIVE,C03-GSTINV-00197,match
19WAWQG3903T9Z5,MITRA LTD,INV/2603/00119,2026-03-11,032026,40811.07,0.0,0.0,10921.81,10921.81,8708;1006,ACTIVE,C03-GSTINV-00199,match
09IKEJJ6295Z1ZG,"DARA, BARMAN AND PALAN",INV/2603/00120,2026-03-12,032026,187814.72,0.0,0.0,22719.6,22719.6,1006;3004;7208,ACTIVE,C03-GSTINV-00200,match
33RKOLI6416S9ZC,"SANGHA, PRABHAKAR AND BISWAS",INV/2603/00121,2026-03-13,032026,92579.56,0.0,0.0,17902.69,17902.69,3923;8708,ACTIVE,C03-GSTINV-00201,match
32XIOYD3877N7ZJ,"OM, ARORA AND SALVI",INV/2603/00122,2026-03-14,032026,35574.12,0.0,0.0,5742.45,5742.45,2106;9983,ACTIVE,C03-GSTINV-00202,match
32GGRJR4567L3ZO,CHERIAN-SANT,INV/2603/00123,2026-03-15,032026,169089.62,0.0,0.0,13931.99,13931.99,2106;1006;3004,ACTIVE,C03-GSTINV-00203,match
06EYLQR8847T7ZK,SHARAF-DUA,INV/2603/00124,2026-03-16,032026,23326.35,0.0,0.0,6531.38,6531.38,8708,ACTIVE,C03-GSTINV-00204,match
08NKTON6023J5ZT,GODA-VIG,INV/2603/00125,2026-03-17,032026,131620.57,0.0,0.0,22197.99,22197.99,3923;8708;8504;1701,ACTIVE,C03-GSTINV-00205,match
07KIALX8803U3Z7,"MADAN, YOHANNAN AND SULE",INV/2603/00126,2026-03-18,032026,35137.09,0.0,0.0,6324.68,6324.68,8504,ACTIVE,C03-GSTINV-00206,match
36JUNYJ3795V3ZA,SARIN-LOYAL,INV/2603/00127,2026-03-19,032026,39487.12,0.0,0.0,6693.95,6693.95,2106;3923,INACTIVE,C03-GSTINV-00207,gstin_status_risk
32TAMMU6426O7ZS,KORPAL-CHADHA,INV/2603/00128,2026-03-20,032026,23968.19,0.0,0.0,2876.19,2876.19,3004,ACTIVE,C03-GSTINV-00208,match
29FFBOZ5076Z5ZR,RAGHAVAN-NAYAR,INV/2603/00130,2026-03-22,042026,132969.21,11967.24,11967.24,0.0,23934.48,3923;9983,ACTIVE,C03-GSTINV-00210,period_mismatch
33MVWGH1147X4ZQ,TALWAR LLC,INV/2603/00131,2026-03-23,032026,31362.5,0.0,0.0,5645.25,5645.25,4819,ACTIVE,C03-GSTINV-00211,match
08AFHUI5306K7Z1,SURA AND SONS,INV/2603/00132,2026-03-24,032026,105559.25,0.0,0.0,16217.72,16217.72,3004;8504,ACTIVE,C03-GSTINV-00212,match
07MQXNI7478J6ZZ,KURUVILLA-OAK,INV/2603/00133,2026-03-25,032026,60737.29,0.0,0.0,6122.32,6122.32,3004,ACTIVE,C03-GSTINV-00213,rate_mismatch
07OKPWT7304P4ZN,MAJUMDAR-ANNE,INV/2603/00134,2026-03-26,032026,73522.94,0.0,0.0,5939.97,5939.97,3004;1701,ACTIVE,C03-GSTINV-00214,match
29EIMWI3709Q3ZD,"HALDER, CHADA AND KHURANA",INV/2603/00135,2026-03-27,032026,43878.52,3949.07,3949.07,0.0,7898.14,3923,ACTIVE,C03-GSTINV-00215,hsn_mismatch
06AYRPC4056J1ZJ,"RAY, SURESH AND KHOSLA",INV/2603/00136,2026-03-01,032026,35857.43,0.0,0.0,6454.34,6454.34,4819;3923,ACTIVE,C03-GSTINV-00216,match
07ECYOC5529Z5ZF,"SONI, SWAMINATHAN AND SEM",INV/2603/00137,2026-03-02,032026,76572.08,0.0,0.0,13782.97,13782.97,3923,ACTIVE,C03-GSTINV-00217,match
06LEPPV6638W9Z5,CHANDER LLC,INV/2603/00138,2026-03-03,032026,49836.65,0.0,0.0,7629.56,7629.56,9983;8504;3004,ACTIVE,C03-GSTINV-00218,match
09XKSRU8404L8ZT,RAVEL LTD,INV/2603/00139,2026-03-04,032026,43710.85,0.0,0.0,7287.49,7287.49,3923;2106,ACTIVE,C03-GSTINV-00219,match
27ICLIK5658K8Z3,"PILLAY, SOLANKI AND WALI",INV/2603/00141,2026-03-06,032026,95974.21,0.0,0.0,10302.02,10302.02,2106;1006,ACTIVE,C03-GSTINV-00221,match
08FWHUR9979C1ZW,SANDAL-NARAYANAN,INV/2603/00142,2026-03-07,032026,3317.86,0.0,0.0,609.84,609.84,3923;8708,ACTIVE,C03-GSTINV-00222,match
19CHALP6744G3ZU,SETTY-MADAN,INV/2603/00143,2026-03-08,032026,62880.02,0.0,0.0,16573.44,16573.44,8708;4819,ACTIVE,C03-GSTINV-00223,match
07DBASM4906N8ZR,KRISHNAMURTHY-KASHYAP,INV/2603/00144,2026-03-09,032026,54430.55,0.0,0.0,9797.5,9797.5,8504,ACTIVE,C03-GSTINV-00224,match
27WGNKO3957D8Z5,HANS LLC,INV/2603/00145,2026-03-10,032026,73601.39,0.0,0.0,5205.64,5205.64,8504;9983;1701,ACTIVE,C03-GSTINV-00225,match
09PXNAL9533Z5ZI,WASON LTD,INV/2603/00146,2026-03-11,032026,35015.57,0.0,0.0,6302.81,6302.81,9983,ACTIVE,C03-GSTINV-00226,match
09BMEBZ8620Q2ZH,HANDA AND SONS,INV/2603/00147,2026-03-12,032026,20437.86,0.0,0.0,3678.82,3678.82,9983;3923,ACTIVE,C03-GSTINV-00227,match
07XTRJE7215B6Z5,"SULE, MALHOTRA AND VOHRA",INV/2603/00148,2026-03-13,032026,92476.89,0.0,0.0,14001.96,14001.96,8504;3004,ACTIVE,C03-GSTINV-00228,match
07FTIQT1133X9ZE,"MANDAL, CHAUDHRY AND HARI",INV/2603/00149,2026-03-14,032026,148851.24,0.0,0.0,41439.02,41439.02,8504;7208;8708,ACTIVE,C03-GSTINV-00229,rate_mismatch
09GAQBP8251D2Z8,MITTAL INC,INV/2603/00151,2026-03-16,032026,72934.87,0.0,0.0,10224.62,10224.62,1701;3923,ACTIVE,C03-GSTINV-00231,match
09URRUG7203B5ZG,"WALLA, DATE AND MAHAL",INV/2603/00152,2026-03-17,032026,136250.97,0.0,0.0,12801.63,12801.63,1701;3004;8504;7208,INACTIVE,C03-GSTINV-00232,gstin_status_risk
36GABSU0460B7ZH,BHAGAT PLC,INV/2603/00153,2026-03-18,032026,51734.84,0.0,0.0,6866.88,6866.88,7208;8504;1701,ACTIVE,C03-GSTINV-00233,match
27DNZIH0963K2ZT,DATE-SWAMINATHAN,INV/2603/00154,2026-03-19,032026,46052.18,0.0,0.0,7392.13,7392.13,3004;7208,ACTIVE,C03-GSTINV-00234,match
27TDFSP4053R8Z1,ARORA PLC,INV/2603/00155,2026-03-20,032026,319592.76,0.0,0.0,57940.29,57940.29,1006;8708,ACTIVE,C03-GSTINV-00235,match
